,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month
5290,25120,92.0,9.0,9.0,10.0,10.0,8.0,9.0,5,0.21
5291,15608,100.0,10.0,10.0,10.0,10.0,10.0,9.0,6,0.28
5292,8224,91.0,10.0,9.0,10.0,10.0,9.0,9.0,36,1.41
5293,47739,98.0,10.0,10.0,10.0,10.0,10.0,9.0,28,2.12
5294,3055,80.0,6.0,10.0,6.0,10.0,10.0,8.0,1,0.06
5295,58435,86.0,9.0,8.0,9.0,10.0,10.0,9.0,19,0.92
5296,57967,88.0,9.0,8.0,9.0,9.0,9.0,9.0,93,3.56
5297,31269,,,,,,,,0,
5298,45828,84.0,9.0,9.0,9.0,9.0,9.0,9.0,29,1.12
5299,12175,88.0,9.0,9.0,8.0,9.0,9.0,9.0,29,1.43
5300,56385,99.0,10.0,10.0,10.0,10.0,10.0,10.0,36,1.58
5301,69082,98.0,10.0,10.0,10.0,10.0,9.0,10.0,46,1.77
5302,24223,87.0,7.0,10.0,6.0,6.0,8.0,9.0,3,0.13
5303,48424,98.0,10.0,10.0,10.0,10.0,9.0,10.0,8,0.31
5304,71189,96.0,10.0,10.0,10.0,10.0,9.0,10.0,108,6.98
5305,4560,,,,,,,,0,
5306,12884,91.0,10.0,8.0,10.0,10.0,10.0,9.0,16,0.61
5307,26084,93.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.13
5308,41326,98.0,10.0,10.0,10.0,10.0,9.0,10.0,25,1.03
5309,73470,94.0,10.0,9.0,10.0,10.0,10.0,9.0,14,1.18
5310,40511,83.0,8.0,10.0,9.0,8.0,9.0,8.0,12,0.48
5311,63552,80.0,8.0,9.0,9.0,9.0,10.0,8.0,8,0.32
5312,6040,88.0,10.0,9.0,10.0,10.0,10.0,10.0,6,0.25
5313,11697,98.0,9.0,10.0,9.0,10.0,10.0,9.0,9,0.38
5314,36804,96.0,10.0,10.0,10.0,10.0,10.0,10.0,104,4.09
5315,50761,98.0,9.0,9.0,10.0,10.0,10.0,10.0,8,0.43
5316,70314,100.0,10.0,9.0,10.0,10.0,10.0,10.0,3,0.12
5317,11204,20.0,2.0,2.0,2.0,2.0,2.0,2.0,1,0.04
5318,22384,,,,,,,,0,
5319,73230,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.04
5320,24007,,,,,,,,0,
5321,25466,96.0,10.0,10.0,10.0,10.0,10.0,10.0,39,1.51
5322,18488,80.0,6.0,8.0,10.0,10.0,10.0,8.0,1,0.07
5323,34479,,,,,,,,0,
5324,1376,,,,,,,,0,
5325,59694,84.0,9.0,7.0,10.0,10.0,10.0,9.0,131,5.06
5326,30585,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.13
5327,6450,97.0,10.0,10.0,10.0,10.0,10.0,10.0,47,2.0
5328,23280,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9,0.35
5329,22326,90.0,9.0,9.0,10.0,10.0,10.0,9.0,26,1.03
5330,54973,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.11
5331,40190,,,,,,,,0,
5332,57323,100.0,10.0,9.0,10.0,10.0,9.0,10.0,3,0.12
5333,46127,97.0,10.0,10.0,10.0,10.0,10.0,9.0,37,1.5
5334,11662,90.0,10.0,9.0,10.0,10.0,10.0,9.0,4,0.75
5335,60792,94.0,9.0,9.0,10.0,10.0,9.0,9.0,14,0.6
5336,6932,93.0,10.0,8.0,10.0,10.0,9.0,9.0,45,1.74
5337,31922,100.0,9.0,10.0,9.0,10.0,8.0,7.0,2,1.15
5338,27693,96.0,10.0,10.0,10.0,10.0,9.0,10.0,9,0.36
5339,75564,98.0,10.0,10.0,10.0,10.0,10.0,9.0,23,0.92
5340,60047,98.0,10.0,10.0,10.0,10.0,10.0,10.0,13,1.81
5341,21703,91.0,9.0,10.0,9.0,10.0,9.0,9.0,22,0.86
5342,271,93.0,9.0,9.0,10.0,10.0,10.0,9.0,8,0.37
5343,44055,86.0,9.0,9.0,9.0,10.0,10.0,9.0,44,1.69
5344,57398,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.04
5345,35504,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.12
5346,5095,,,,,,,,0,
5347,37468,96.0,10.0,10.0,10.0,10.0,9.0,9.0,16,0.62
5348,64035,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.08
5349,51900,,,,,,,,0,
5350,29460,,,,,,,,0,
5351,27740,96.0,10.0,10.0,10.0,10.0,9.0,9.0,28,1.11
5352,41851,95.0,10.0,9.0,10.0,10.0,10.0,10.0,28,1.11
5353,17716,96.0,10.0,10.0,10.0,10.0,10.0,10.0,62,2.44
5354,7204,97.0,10.0,10.0,10.0,10.0,10.0,10.0,29,1.17
5355,11141,94.0,9.0,9.0,10.0,9.0,10.0,9.0,54,2.13
5356,12678,,,,,,,,0,
5357,55800,98.0,10.0,10.0,10.0,10.0,10.0,10.0,25,0.98
5358,37751,80.0,9.0,10.0,8.0,9.0,8.0,8.0,2,0.13
5359,40352,85.0,9.0,8.0,9.0,9.0,10.0,9.0,49,1.91
5360,72852,82.0,9.0,8.0,9.0,10.0,10.0,9.0,11,0.46
5361,69039,77.0,9.0,8.0,9.0,9.0,10.0,9.0,7,0.28
5362,52283,89.0,9.0,9.0,9.0,9.0,9.0,9.0,49,1.93
5363,24412,99.0,10.0,10.0,10.0,10.0,10.0,10.0,55,2.14
5364,46571,,,,,,,,1,
5365,59412,,,,,,,,0,
5366,22694,100.0,10.0,10.0,10.0,10.0,9.0,10.0,17,1.5
5367,63299,,,,,,,,0,
5368,69805,97.0,10.0,10.0,10.0,10.0,10.0,9.0,32,1.34
5369,8754,97.0,10.0,10.0,10.0,10.0,10.0,9.0,16,0.67
5370,4015,86.0,9.0,9.0,9.0,9.0,10.0,9.0,44,1.73
5371,44897,92.0,10.0,10.0,10.0,10.0,9.0,9.0,78,3.05
5372,6018,,,,,,,,2,0.11
5373,2204,,,,,,,,0,
5374,30191,99.0,10.0,10.0,10.0,10.0,10.0,10.0,39,1.72
5375,3131,100.0,9.0,9.0,10.0,10.0,8.0,9.0,2,0.09
5376,69749,100.0,10.0,10.0,10.0,10.0,9.0,10.0,21,0.85
5377,22905,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.05
5378,4347,86.0,9.0,8.0,9.0,9.0,8.0,9.0,44,1.71
5379,26049,92.0,9.0,10.0,9.0,10.0,10.0,9.0,44,1.72
5380,69019,94.0,10.0,9.0,10.0,10.0,10.0,9.0,10,0.42
5381,6739,89.0,9.0,8.0,10.0,10.0,9.0,9.0,15,0.62
5382,41592,84.0,9.0,8.0,10.0,10.0,9.0,8.0,5,0.21
5383,62225,90.0,9.0,10.0,9.0,9.0,10.0,9.0,29,1.14
5384,60101,99.0,10.0,10.0,10.0,10.0,10.0,10.0,58,2.29
5385,50735,,,,,,,,0,
5386,48132,,,,,,,,0,
5387,77055,98.0,10.0,10.0,10.0,10.0,9.0,10.0,19,0.75
5388,24722,95.0,9.0,9.0,10.0,9.0,9.0,9.0,22,9.57
5389,42573,,,,,,,,0,
5390,47004,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0.05
5391,56153,85.0,10.0,8.0,9.0,9.0,8.0,8.0,11,0.44
5392,54839,70.0,9.0,6.0,10.0,8.0,9.0,7.0,2,0.61
5393,23452,100.0,10.0,8.0,10.0,10.0,8.0,10.0,1,0.04
5394,51759,78.0,9.0,8.0,9.0,8.0,10.0,8.0,12,0.48
5395,42013,100.0,9.0,9.0,10.0,10.0,9.0,10.0,3,0.12
5396,68515,96.0,10.0,9.0,10.0,10.0,9.0,9.0,5,0.27
5397,26176,92.0,10.0,9.0,9.0,10.0,10.0,9.0,105,4.17
5398,34795,97.0,10.0,10.0,10.0,10.0,10.0,10.0,45,1.77
5399,72552,93.0,10.0,9.0,10.0,10.0,10.0,9.0,54,2.19
5400,53193,80.0,10.0,8.0,10.0,10.0,10.0,8.0,3,1.08
5401,3139,92.0,9.0,9.0,9.0,10.0,10.0,9.0,29,1.15
5402,13053,80.0,10.0,8.0,10.0,10.0,10.0,8.0,1,0.04
5403,39721,85.0,9.0,9.0,9.0,9.0,9.0,9.0,8,0.33
5404,54639,100.0,10.0,10.0,10.0,10.0,9.0,10.0,5,0.2
5405,26628,100.0,,10.0,,,,,1,0.06
5406,26708,98.0,10.0,9.0,10.0,10.0,10.0,10.0,22,0.87
5407,45155,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.24
5408,22232,96.0,10.0,9.0,10.0,10.0,10.0,9.0,88,3.53
5409,75633,93.0,9.0,9.0,10.0,10.0,10.0,9.0,14,0.58
5410,40161,97.0,10.0,10.0,10.0,10.0,10.0,10.0,45,1.81
5411,39734,98.0,10.0,10.0,10.0,10.0,10.0,10.0,48,2.36
5412,12930,,,,,,,,1,0.53
5413,75022,97.0,10.0,10.0,10.0,10.0,10.0,10.0,71,2.9
5414,34819,97.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.3
5415,44954,100.0,9.0,9.0,10.0,10.0,9.0,10.0,4,0.18
5416,15272,87.0,10.0,9.0,10.0,10.0,9.0,9.0,3,0.12
5417,68557,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.28
5418,53356,,,,,,,,0,
5419,15819,96.0,10.0,9.0,10.0,10.0,10.0,10.0,39,1.56
5420,3535,85.0,9.0,8.0,9.0,9.0,9.0,9.0,43,1.71
5421,74125,100.0,10.0,10.0,10.0,10.0,10.0,10.0,42,1.86
5422,56070,93.0,10.0,10.0,10.0,10.0,10.0,9.0,48,3.17
5423,13301,99.0,10.0,9.0,10.0,10.0,9.0,10.0,16,0.68
5424,65786,97.0,10.0,10.0,10.0,10.0,10.0,10.0,23,1.13
5425,65502,95.0,9.0,10.0,10.0,10.0,10.0,9.0,11,0.47
5426,71511,99.0,10.0,10.0,10.0,10.0,10.0,10.0,21,1.5
5427,17064,,,,,,,,0,
5428,42198,,,,,,,,0,
5429,10490,96.0,10.0,10.0,10.0,10.0,9.0,10.0,41,1.74
5430,2414,,,,,,,,0,
5431,16715,89.0,9.0,10.0,9.0,9.0,10.0,9.0,30,1.19
5432,65984,96.0,10.0,8.0,10.0,10.0,10.0,9.0,30,1.27
5433,36599,100.0,10.0,9.0,10.0,10.0,9.0,9.0,3,0.13
5434,57549,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.07
5435,49159,96.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.31
5436,54066,97.0,10.0,10.0,10.0,10.0,10.0,9.0,21,0.93
5437,27901,,,,,,,,2,0.08
5438,61635,93.0,10.0,9.0,10.0,10.0,9.0,9.0,151,6.03
5439,28624,90.0,9.0,9.0,9.0,10.0,10.0,9.0,102,4.0
5440,64994,96.0,10.0,10.0,10.0,10.0,9.0,10.0,32,1.46
5441,35236,60.0,6.0,4.0,10.0,10.0,8.0,6.0,2,0.08
5442,65865,,,,,,,,0,
5443,17709,95.0,10.0,10.0,9.0,9.0,10.0,10.0,11,0.53
5444,42635,100.0,9.0,10.0,10.0,10.0,10.0,10.0,4,0.16
5445,31771,90.0,10.0,10.0,10.0,10.0,9.0,9.0,3,0.19
5446,11857,100.0,10.0,10.0,10.0,8.0,10.0,10.0,1,0.07
5447,14570,,,,,,,,0,
5448,65732,85.0,9.0,9.0,10.0,10.0,9.0,9.0,107,4.31
5449,53422,88.0,9.0,9.0,10.0,10.0,10.0,9.0,111,4.45
5450,14102,99.0,10.0,10.0,10.0,10.0,10.0,10.0,30,1.35
5451,70763,,,,,,,,0,
5452,9119,100.0,10.0,9.0,10.0,10.0,10.0,10.0,8,0.31
5453,31457,,,,,,,,0,
5454,76864,99.0,10.0,10.0,10.0,10.0,10.0,10.0,19,0.77
5455,66360,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.76
5456,63007,,,,,,,,1,0.04
5457,3973,,,,,,,,0,
5458,781,100.0,10.0,10.0,10.0,10.0,9.0,9.0,10,0.54
5459,5925,,,,,,,,0,
5460,22787,,,,,,,,0,
5461,29989,93.0,10.0,10.0,10.0,10.0,9.0,10.0,18,1.93
5462,664,93.0,10.0,10.0,10.0,10.0,10.0,9.0,20,0.83
5463,28732,98.0,10.0,10.0,10.0,10.0,10.0,10.0,22,0.88
5464,55691,100.0,10.0,10.0,10.0,10.0,8.0,10.0,2,0.08
5465,44384,,,,,,,,0,
5466,38178,98.0,10.0,9.0,10.0,10.0,10.0,9.0,10,0.42
5467,25302,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.08
5468,49472,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.25
5469,59410,93.0,10.0,9.0,10.0,10.0,10.0,9.0,4,0.16
5470,27955,99.0,10.0,10.0,10.0,10.0,10.0,10.0,63,3.07
5471,42871,67.0,7.0,7.0,10.0,9.0,10.0,8.0,3,0.12
5472,65768,100.0,10.0,10.0,10.0,10.0,10.0,10.0,14,1.22
5473,52391,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.75
5474,42877,97.0,10.0,10.0,10.0,10.0,9.0,9.0,41,1.74
5475,2615,,,,,,,,0,
5476,66598,,,,,,,,0,
5477,71810,93.0,9.0,9.0,10.0,10.0,9.0,9.0,3,0.12
5478,18947,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.11
5479,10075,89.0,8.0,10.0,9.0,10.0,8.0,9.0,9,0.36
5480,50637,,,,,,,,0,
5481,76273,77.0,9.0,8.0,9.0,9.0,9.0,9.0,7,0.3
5482,29101,98.0,10.0,10.0,9.0,9.0,10.0,9.0,10,0.4
5483,16747,,,,,,,,0,
5484,34127,100.0,9.0,10.0,10.0,10.0,10.0,10.0,2,0.08
5485,506,92.0,10.0,9.0,10.0,10.0,9.0,9.0,103,4.13
5486,67811,86.0,9.0,8.0,9.0,9.0,9.0,9.0,7,0.32
5487,9176,,,,,,,,0,
5488,76214,,,,,,,,0,
5489,46569,96.0,10.0,10.0,10.0,10.0,10.0,10.0,46,1.84
5490,63518,73.0,7.0,10.0,10.0,8.0,7.0,7.0,3,0.12
5491,35820,91.0,10.0,9.0,10.0,9.0,9.0,10.0,9,0.42
5492,63265,98.0,10.0,10.0,10.0,10.0,10.0,10.0,33,1.31
5493,50660,86.0,9.0,9.0,9.0,10.0,10.0,9.0,17,0.69
5494,14715,94.0,9.0,9.0,10.0,10.0,9.0,9.0,25,1.01
5495,31072,,,,,,,,0,
5496,58966,79.0,8.0,9.0,9.0,9.0,10.0,8.0,18,0.74
5497,71054,,,,,,,,0,
5498,76761,98.0,10.0,10.0,10.0,10.0,9.0,10.0,11,0.44
5499,29417,97.0,10.0,10.0,10.0,10.0,10.0,9.0,6,0.26
5500,26862,96.0,10.0,10.0,9.0,10.0,9.0,9.0,47,1.9
5501,6504,92.0,10.0,9.0,10.0,10.0,10.0,10.0,52,2.09
5502,21070,,,,,,,,0,
5503,23753,,,,,,,,0,
5504,41702,100.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.41
5505,17619,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.05
5506,18957,,,,,,,,0,
5507,61317,100.0,10.0,10.0,10.0,10.0,4.0,8.0,3,0.12
5508,15160,,,,,,,,0,
5509,19348,,,,,,,,0,
5510,45020,,,,,,,,0,
5511,31125,,,,,,,,0,
5512,13586,100.0,10.0,9.0,10.0,10.0,10.0,10.0,3,0.13
5513,63696,83.0,9.0,8.0,9.0,9.0,8.0,8.0,28,1.19
5514,54646,97.0,10.0,10.0,10.0,10.0,10.0,9.0,23,0.93
5515,50754,,,,,,,,1,0.05
5516,16856,100.0,10.0,10.0,9.0,10.0,10.0,10.0,2,0.08
5517,75857,,,,,,,,0,
5518,76643,,,,,,,,0,
5519,71170,96.0,10.0,10.0,10.0,10.0,9.0,10.0,149,6.05
5520,11961,87.0,10.0,9.0,10.0,10.0,10.0,9.0,6,0.24
5521,10779,97.0,10.0,10.0,10.0,10.0,10.0,9.0,64,2.61
5522,42467,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.04
5523,22924,100.0,10.0,10.0,10.0,10.0,10.0,10.0,88,3.62
5524,74028,95.0,9.0,9.0,10.0,10.0,8.0,9.0,4,0.2
5525,59931,90.0,10.0,9.0,10.0,10.0,10.0,9.0,19,0.98
5526,1837,96.0,10.0,10.0,10.0,10.0,9.0,10.0,127,5.13
5527,27224,60.0,8.0,4.0,10.0,10.0,8.0,6.0,1,0.04
5528,19463,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2,0.1
5529,42387,80.0,10.0,9.0,10.0,10.0,9.0,9.0,3,0.12
5530,21974,97.0,10.0,9.0,10.0,10.0,10.0,10.0,20,0.85
5531,51334,90.0,10.0,10.0,9.0,9.0,10.0,8.0,5,0.2
5532,28207,,,,,,,,0,
5533,15986,80.0,9.0,6.0,8.0,8.0,9.0,9.0,3,0.13
5534,2997,93.0,10.0,8.0,9.0,9.0,10.0,9.0,6,0.25
5535,4093,90.0,9.0,10.0,8.0,10.0,10.0,9.0,14,0.6
5536,2937,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.23
5537,983,93.0,10.0,9.0,10.0,10.0,10.0,10.0,49,8.35
5538,15371,92.0,9.0,9.0,9.0,9.0,9.0,9.0,160,6.76
5539,29255,60.0,6.0,6.0,10.0,10.0,10.0,8.0,1,0.04
5540,21850,95.0,10.0,10.0,10.0,10.0,9.0,10.0,26,1.06
5541,28509,88.0,10.0,8.0,10.0,10.0,9.0,8.0,5,0.21
5542,339,100.0,10.0,10.0,10.0,10.0,10.0,10.0,22,1.01
5543,50584,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8,0.35
5544,56833,96.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.2
5545,56607,,,,,,,,0,
5546,50049,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.08
5547,48200,88.0,9.0,9.0,8.0,9.0,10.0,9.0,10,0.59
5548,50908,100.0,10.0,10.0,10.0,10.0,10.0,10.0,11,0.45
5549,71840,99.0,10.0,10.0,10.0,10.0,10.0,10.0,49,2.37
5550,32241,83.0,9.0,8.0,9.0,9.0,9.0,9.0,71,2.86
5551,42681,,,,,,,,0,
5552,44905,60.0,,4.0,,,,,1,0.04
5553,66148,91.0,9.0,9.0,9.0,10.0,10.0,9.0,8,0.52
5554,47268,98.0,10.0,10.0,10.0,10.0,9.0,10.0,27,1.13
5555,15287,98.0,10.0,10.0,10.0,10.0,9.0,10.0,39,1.65
5556,64210,95.0,10.0,10.0,10.0,10.0,9.0,9.0,39,1.64
5557,21168,100.0,10.0,10.0,10.0,10.0,10.0,9.0,4,0.17
5558,50773,96.0,10.0,10.0,10.0,10.0,10.0,9.0,5,0.21
5559,45359,90.0,9.0,10.0,9.0,9.0,9.0,9.0,14,0.58
5560,42597,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.08
5561,14267,84.0,9.0,8.0,9.0,9.0,9.0,9.0,81,3.47
5562,10159,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.06
5563,34186,97.0,10.0,10.0,10.0,10.0,9.0,10.0,8,0.42
5564,59680,98.0,10.0,10.0,10.0,10.0,10.0,10.0,26,1.11
5565,70744,,,,,,,,0,
5566,45696,95.0,10.0,9.0,10.0,10.0,10.0,9.0,4,0.23
5567,47427,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.33
5568,65325,,,,,,,,1,1.0
5569,246,91.0,10.0,10.0,8.0,10.0,9.0,9.0,18,0.97
