,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month
27,51751,97.0,10.0,9.0,10.0,10.0,9.0,9.0,41,0.66
28,16137,96.0,9.0,9.0,10.0,10.0,9.0,9.0,65,0.71
29,54844,94.0,10.0,9.0,10.0,10.0,9.0,9.0,74,1.05
30,58486,60.0,9.0,8.0,8.0,8.0,9.0,7.0,3,0.03
31,14259,91.0,9.0,9.0,10.0,10.0,10.0,9.0,202,2.2
32,41603,93.0,9.0,10.0,10.0,10.0,9.0,9.0,29,0.33
33,258,95.0,9.0,9.0,10.0,10.0,9.0,10.0,87,0.97
34,5637,87.0,9.0,9.0,9.0,9.0,9.0,9.0,25,0.34
35,23951,97.0,10.0,10.0,10.0,10.0,9.0,10.0,34,0.93
36,2990,95.0,9.0,9.0,10.0,10.0,10.0,9.0,25,0.28
37,7653,94.0,10.0,10.0,10.0,10.0,9.0,9.0,70,0.8
38,74286,95.0,10.0,10.0,10.0,10.0,9.0,9.0,29,0.35
39,40515,97.0,10.0,9.0,9.0,10.0,10.0,9.0,64,0.73
40,45692,91.0,9.0,10.0,10.0,10.0,8.0,9.0,15,0.28
41,15000,97.0,10.0,10.0,10.0,10.0,9.0,10.0,141,1.6
42,48747,97.0,10.0,9.0,10.0,10.0,9.0,10.0,21,0.3
43,43966,85.0,9.0,9.0,10.0,10.0,9.0,9.0,4,0.13
44,18155,99.0,10.0,10.0,10.0,10.0,10.0,10.0,134,1.51
45,58876,70.0,9.0,9.0,10.0,10.0,9.0,7.0,5,0.06
46,24706,100.0,10.0,10.0,6.0,10.0,8.0,10.0,1,0.01
47,70604,96.0,10.0,9.0,9.0,10.0,9.0,9.0,18,0.21
48,26471,,,,,,,,0,
49,49800,95.0,10.0,10.0,10.0,10.0,10.0,10.0,142,1.61
50,22234,73.0,7.0,9.0,9.0,9.0,9.0,8.0,7,0.1
51,16340,94.0,9.0,9.0,10.0,10.0,10.0,9.0,42,0.49
52,41203,83.0,8.0,8.0,8.0,8.0,9.0,9.0,20,0.29
53,17610,94.0,9.0,10.0,10.0,10.0,9.0,9.0,63,0.73
54,6684,87.0,9.0,8.0,9.0,10.0,9.0,9.0,30,0.35
55,31569,88.0,9.0,9.0,9.0,9.0,9.0,9.0,193,2.27
56,76975,94.0,10.0,10.0,10.0,10.0,10.0,10.0,49,0.68
57,17713,,,,,,,,0,
58,61591,90.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.05
59,13839,100.0,10.0,10.0,10.0,8.0,10.0,10.0,2,0.02
60,32376,92.0,10.0,10.0,9.0,9.0,10.0,9.0,431,5.0
61,35048,93.0,10.0,9.0,9.0,10.0,10.0,9.0,46,0.53
62,77029,94.0,10.0,9.0,10.0,10.0,10.0,9.0,108,1.34
63,6062,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.01
64,9155,94.0,9.0,9.0,10.0,10.0,9.0,9.0,107,1.33
65,57334,96.0,10.0,9.0,10.0,10.0,10.0,10.0,28,0.33
66,2266,98.0,10.0,10.0,10.0,10.0,9.0,10.0,21,0.25
67,62819,,,,,,,,0,
68,24650,91.0,9.0,9.0,9.0,9.0,8.0,9.0,29,0.35
69,40761,82.0,9.0,8.0,9.0,10.0,9.0,8.0,134,1.56
70,62092,,,,,,,,0,
71,8691,89.0,9.0,9.0,9.0,9.0,9.0,9.0,38,0.47
72,53116,,,,,,,,0,
73,50190,,,,,,,,0,
74,48391,88.0,9.0,9.0,9.0,9.0,9.0,9.0,120,1.45
75,56396,98.0,10.0,10.0,10.0,10.0,10.0,10.0,471,5.49
76,30465,87.0,8.0,7.0,8.0,9.0,9.0,9.0,12,0.14
77,55579,93.0,9.0,10.0,9.0,10.0,10.0,9.0,390,4.58
78,28853,97.0,10.0,10.0,10.0,10.0,9.0,10.0,43,0.5
79,68424,95.0,10.0,10.0,10.0,10.0,10.0,9.0,39,0.46
80,14058,93.0,10.0,10.0,10.0,10.0,10.0,10.0,8,1.27
81,42319,93.0,10.0,10.0,9.0,10.0,10.0,9.0,67,1.75
82,44970,97.0,10.0,10.0,10.0,10.0,9.0,10.0,67,0.82
83,38755,98.0,10.0,10.0,10.0,10.0,10.0,9.0,8,0.16
84,62135,95.0,10.0,9.0,10.0,10.0,10.0,10.0,37,0.75
85,65948,88.0,9.0,8.0,9.0,9.0,10.0,9.0,100,1.18
86,53347,91.0,9.0,9.0,10.0,10.0,10.0,9.0,17,0.28
87,65506,100.0,10.0,10.0,10.0,10.0,8.0,10.0,1,0.02
88,49181,,,,,,,,0,
89,9219,,,,,,,,0,
90,53927,98.0,10.0,10.0,9.0,10.0,9.0,9.0,17,0.21
91,31148,99.0,10.0,10.0,10.0,10.0,10.0,10.0,74,0.95
92,64665,90.0,9.0,10.0,9.0,9.0,9.0,9.0,25,0.34
93,62620,94.0,9.0,9.0,10.0,10.0,10.0,9.0,16,0.23
94,57908,95.0,10.0,10.0,10.0,10.0,9.0,9.0,343,4.26
95,22623,100.0,10.0,10.0,10.0,10.0,9.0,10.0,4,0.05
96,24279,93.0,10.0,9.0,10.0,10.0,10.0,9.0,9,0.14
97,61273,88.0,9.0,9.0,9.0,9.0,9.0,9.0,120,1.51
98,69882,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.02
99,46698,98.0,10.0,10.0,10.0,10.0,9.0,10.0,150,1.89
100,38657,,,,,,,,0,
101,62223,86.0,9.0,8.0,10.0,9.0,9.0,9.0,160,2.11
102,62211,,,,,,,,0,
103,69763,97.0,9.0,10.0,10.0,10.0,9.0,9.0,201,2.49
104,57220,,,,,,,,0,
105,70959,,,,,,,,0,
106,24928,,,,,,,,0,
107,14185,80.0,8.0,6.0,10.0,10.0,10.0,7.0,2,0.21
108,29920,83.0,8.0,8.0,9.0,9.0,8.0,8.0,23,0.36
109,11888,,,,,,,,0,
110,66198,,,,,,,,0,
111,55265,96.0,10.0,9.0,10.0,10.0,10.0,10.0,11,0.81
112,25548,,,,,,,,0,
113,48917,100.0,10.0,9.0,10.0,10.0,9.0,9.0,3,0.06
114,20524,96.0,10.0,9.0,10.0,10.0,9.0,9.0,18,0.22
115,25889,97.0,10.0,10.0,10.0,10.0,10.0,10.0,56,1.99
116,71387,85.0,9.0,8.0,9.0,9.0,10.0,8.0,193,2.39
117,50007,91.0,9.0,9.0,9.0,9.0,10.0,9.0,96,1.26
118,63296,80.0,10.0,9.0,9.0,10.0,9.0,9.0,6,0.08
119,1245,85.0,9.0,8.0,9.0,9.0,9.0,9.0,34,0.5
120,27694,96.0,10.0,9.0,10.0,10.0,9.0,9.0,24,0.45
121,15821,94.0,9.0,10.0,10.0,10.0,9.0,9.0,84,1.04
122,21340,98.0,10.0,10.0,10.0,10.0,10.0,10.0,91,1.11
123,45164,97.0,9.0,10.0,10.0,10.0,10.0,9.0,18,0.24
124,55707,93.0,10.0,10.0,10.0,10.0,9.0,9.0,93,1.18
125,26825,,,,,,,,0,
126,30759,88.0,9.0,8.0,10.0,10.0,9.0,9.0,52,0.65
127,26566,,,,,,,,0,
128,53300,92.0,9.0,9.0,10.0,10.0,9.0,9.0,10,0.15
129,29055,98.0,10.0,10.0,10.0,10.0,10.0,9.0,53,0.66
130,14143,,,,,,,,0,
131,60535,,,,,,,,0,
132,31446,96.0,10.0,10.0,10.0,10.0,9.0,9.0,11,0.35
133,63186,98.0,10.0,10.0,10.0,10.0,10.0,9.0,9,0.66
134,58248,92.0,10.0,9.0,10.0,10.0,9.0,9.0,47,0.58
135,3928,93.0,9.0,9.0,10.0,10.0,9.0,9.0,133,1.63
136,61718,95.0,10.0,9.0,10.0,10.0,10.0,9.0,12,0.2
137,45061,96.0,10.0,10.0,10.0,10.0,10.0,10.0,440,5.39
138,9738,95.0,10.0,9.0,10.0,10.0,10.0,9.0,29,0.47
139,59108,,,,,,,,0,
140,25137,90.0,9.0,8.0,10.0,10.0,9.0,9.0,116,1.42
141,19720,,,,,,,,0,
142,32096,,,,,,,,0,
143,41284,95.0,10.0,10.0,10.0,10.0,10.0,9.0,83,1.31
144,59532,95.0,10.0,10.0,10.0,10.0,9.0,9.0,122,1.51
145,28342,97.0,10.0,10.0,10.0,10.0,9.0,10.0,246,3.01
146,61194,93.0,9.0,10.0,9.0,10.0,9.0,9.0,27,0.33
147,2390,91.0,10.0,8.0,10.0,10.0,10.0,9.0,34,0.63
148,50943,97.0,10.0,9.0,10.0,10.0,10.0,10.0,35,0.43
149,1464,98.0,10.0,10.0,10.0,10.0,10.0,10.0,94,1.17
150,47810,100.0,2.0,10.0,10.0,10.0,10.0,10.0,1,0.04
151,73246,98.0,10.0,10.0,10.0,10.0,9.0,10.0,10,0.13
152,21708,,,,,,,,0,
153,5480,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.04
154,18325,92.0,10.0,9.0,10.0,9.0,9.0,9.0,30,0.44
155,25749,,,,,,,,0,
156,76729,96.0,10.0,8.0,10.0,10.0,10.0,9.0,10,0.15
157,30461,91.0,9.0,10.0,10.0,9.0,9.0,9.0,21,0.27
158,75029,97.0,10.0,10.0,10.0,10.0,9.0,10.0,156,1.92
159,5819,92.0,9.0,9.0,9.0,10.0,10.0,9.0,161,1.99
160,21106,95.0,10.0,9.0,10.0,10.0,9.0,9.0,58,0.74
161,58955,97.0,10.0,10.0,10.0,10.0,9.0,9.0,19,0.35
162,30363,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.08
163,12974,85.0,8.0,8.0,8.0,8.0,8.0,8.0,42,0.52
164,4819,91.0,8.0,10.0,10.0,10.0,10.0,10.0,1,0.02
165,45465,,,,,,,,0,
166,10811,,,,,,,,0,
167,24042,,,,,,,,0,
168,62917,90.0,9.0,10.0,10.0,10.0,10.0,10.0,2,0.45
169,39980,,,,,,,,0,
170,63824,99.0,10.0,10.0,10.0,10.0,10.0,10.0,286,3.55
171,28814,99.0,10.0,10.0,10.0,10.0,10.0,10.0,102,1.27
172,75959,,,,,,,,0,
173,44067,96.0,10.0,10.0,10.0,10.0,10.0,9.0,236,2.97
174,3980,,,,,,,,0,
175,37297,93.0,9.0,9.0,10.0,10.0,9.0,9.0,169,2.14
176,11190,86.0,9.0,8.0,9.0,9.0,9.0,9.0,129,1.74
177,46614,87.0,9.0,9.0,9.0,9.0,9.0,8.0,3,0.04
178,22804,,,,,,,,0,
179,19451,,,,,,,,0,
180,63952,,,,,,,,0,
181,16187,93.0,9.0,9.0,10.0,10.0,9.0,9.0,133,1.9
182,72768,97.0,9.0,9.0,10.0,10.0,9.0,9.0,7,0.42
183,32811,,,,,,,,0,
184,26349,97.0,10.0,9.0,10.0,10.0,9.0,10.0,35,0.54
185,9169,94.0,9.0,9.0,10.0,10.0,8.0,9.0,54,0.67
186,26104,86.0,9.0,8.0,9.0,10.0,9.0,9.0,73,0.96
187,21717,,,,,,,,0,
188,41579,99.0,10.0,10.0,10.0,10.0,10.0,10.0,72,0.92
189,7202,94.0,10.0,10.0,10.0,10.0,10.0,9.0,17,0.22
190,43090,,,,,,,,0,
191,24698,93.0,9.0,9.0,10.0,10.0,9.0,10.0,3,0.15
192,70399,100.0,10.0,9.0,10.0,10.0,9.0,9.0,13,0.17
193,50222,89.0,9.0,9.0,9.0,9.0,9.0,9.0,39,0.49
194,34345,98.0,10.0,9.0,10.0,10.0,9.0,9.0,23,0.33
195,35414,,,,,,,,0,
196,55690,91.0,9.0,9.0,10.0,10.0,9.0,9.0,7,0.42
197,2915,90.0,10.0,10.0,10.0,10.0,9.0,9.0,4,0.06
198,46073,88.0,9.0,9.0,9.0,10.0,9.0,10.0,15,0.22
199,7998,99.0,10.0,10.0,10.0,10.0,10.0,10.0,41,0.52
200,41774,92.0,9.0,9.0,10.0,10.0,10.0,9.0,16,0.26
201,48919,,,,,,,,0,
202,72628,,,,,,,,0,
203,52234,,,,,,,,0,
204,8089,93.0,9.0,9.0,10.0,10.0,9.0,9.0,276,3.57
205,18936,97.0,10.0,10.0,9.0,10.0,10.0,9.0,42,0.54
206,5833,98.0,10.0,10.0,10.0,10.0,9.0,9.0,66,0.83
207,49989,92.0,9.0,9.0,10.0,10.0,10.0,9.0,22,0.4
208,69391,85.0,9.0,9.0,9.0,9.0,8.0,9.0,56,0.77
209,36278,98.0,10.0,10.0,10.0,10.0,9.0,10.0,68,1.03
210,18723,80.0,6.0,6.0,10.0,10.0,10.0,8.0,1,0.02
211,23716,98.0,10.0,10.0,10.0,10.0,9.0,10.0,176,2.21
212,33319,99.0,10.0,10.0,10.0,10.0,10.0,10.0,28,0.44
213,75157,,,,,,,,0,
214,26662,,,,,,,,0,
215,36180,,,,,,,,0,
216,11854,91.0,8.0,10.0,10.0,10.0,8.0,10.0,1,0.02
217,32170,91.0,9.0,9.0,10.0,10.0,9.0,9.0,389,4.88
218,70355,72.0,7.0,6.0,8.0,9.0,8.0,6.0,7,1.4
219,51642,91.0,9.0,9.0,10.0,10.0,9.0,9.0,93,1.25
220,13055,97.0,9.0,10.0,10.0,10.0,10.0,9.0,7,0.11
221,18734,90.0,9.0,9.0,10.0,10.0,10.0,9.0,3,0.05
222,70165,96.0,10.0,10.0,10.0,10.0,10.0,9.0,5,0.17
223,26732,97.0,10.0,10.0,10.0,10.0,9.0,10.0,100,1.28
224,71059,99.0,10.0,10.0,10.0,10.0,10.0,10.0,82,1.05
225,58041,97.0,10.0,10.0,10.0,10.0,9.0,9.0,49,0.63
226,3327,94.0,9.0,10.0,10.0,10.0,10.0,9.0,87,1.13
227,55078,97.0,10.0,10.0,10.0,10.0,10.0,10.0,233,2.94
228,15973,99.0,10.0,10.0,10.0,10.0,10.0,10.0,60,0.8
229,50983,,,,,,,,0,
230,51491,94.0,10.0,9.0,10.0,10.0,9.0,9.0,97,1.23
231,32906,90.0,9.0,9.0,9.0,9.0,10.0,8.0,44,0.58
232,8171,89.0,9.0,8.0,10.0,10.0,10.0,9.0,13,0.3
233,16911,90.0,9.0,9.0,10.0,10.0,10.0,9.0,98,1.26
234,30018,87.0,9.0,9.0,9.0,9.0,9.0,9.0,214,2.78
235,15605,98.0,10.0,9.0,10.0,10.0,10.0,10.0,10,0.25
236,47793,,,,,,,,0,
237,43283,,,,,,,,0,
238,76515,100.0,10.0,10.0,,10.0,,,1,0.06
239,26453,95.0,10.0,9.0,10.0,10.0,9.0,10.0,118,1.56
240,61949,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.01
241,71734,,,,,,,,0,
242,53554,97.0,10.0,10.0,10.0,10.0,9.0,9.0,23,0.31
243,45295,87.0,9.0,8.0,10.0,10.0,9.0,9.0,19,0.33
244,55198,99.0,10.0,10.0,10.0,10.0,9.0,10.0,14,0.39
245,15602,93.0,9.0,9.0,10.0,10.0,9.0,9.0,45,0.68
246,66890,95.0,9.0,9.0,10.0,9.0,9.0,9.0,82,1.05
247,57286,98.0,10.0,10.0,10.0,10.0,10.0,9.0,28,0.42
248,6797,94.0,10.0,10.0,10.0,10.0,9.0,9.0,175,2.53
249,25217,90.0,9.0,8.0,9.0,9.0,9.0,9.0,34,0.44
250,58105,92.0,9.0,9.0,10.0,9.0,9.0,9.0,51,0.71
251,873,97.0,10.0,10.0,10.0,10.0,10.0,10.0,56,0.73
252,28423,,,,,,,,0,
253,12047,,,,,,,,0,
254,46642,99.0,10.0,10.0,10.0,10.0,10.0,10.0,43,1.36
255,47404,,,,,,,,0,
256,21016,86.0,9.0,8.0,9.0,10.0,10.0,9.0,54,0.77
257,36733,96.0,9.0,9.0,10.0,10.0,9.0,9.0,36,0.66
258,54251,,6.0,6.0,2.0,4.0,8.0,6.0,2,0.03
259,38981,,,,,,,,0,
260,56022,92.0,9.0,9.0,9.0,10.0,9.0,9.0,251,3.18
261,6838,96.0,10.0,10.0,10.0,10.0,9.0,10.0,23,0.3
262,68727,93.0,9.0,10.0,10.0,10.0,9.0,9.0,11,0.18
263,17886,91.0,9.0,9.0,10.0,10.0,8.0,9.0,11,0.14
264,24081,91.0,9.0,9.0,9.0,9.0,9.0,9.0,46,0.59
265,4627,97.0,10.0,10.0,10.0,10.0,9.0,10.0,194,2.6
266,43430,,,,,,,,0,
267,38039,96.0,10.0,10.0,10.0,10.0,10.0,9.0,177,2.36
268,19635,,,,,,,,0,
269,44269,93.0,9.0,9.0,10.0,10.0,9.0,9.0,18,0.27
270,26992,95.0,10.0,10.0,10.0,10.0,9.0,10.0,34,0.44
271,22746,94.0,10.0,9.0,10.0,10.0,9.0,9.0,66,0.98
272,41396,97.0,9.0,10.0,10.0,10.0,9.0,10.0,47,0.93
273,64916,93.0,9.0,9.0,10.0,9.0,10.0,9.0,62,0.81
274,45754,90.0,9.0,8.0,9.0,9.0,9.0,8.0,6,0.09
275,24921,,,,,,,,0,
276,6682,95.0,10.0,10.0,10.0,10.0,10.0,9.0,196,2.67
277,72843,,,,,,,,0,
278,66352,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.03
279,9728,80.0,9.0,8.0,9.0,9.0,10.0,8.0,13,0.19
280,20095,,,,,,,,0,
281,20792,97.0,10.0,10.0,10.0,10.0,10.0,10.0,68,0.94
282,41136,89.0,9.0,9.0,9.0,9.0,9.0,9.0,16,0.54
283,24052,,,,,,,,0,
284,74968,,,,,,,,0,
285,34728,,,,,,,,0,
286,7699,97.0,10.0,9.0,10.0,10.0,10.0,9.0,40,0.52
287,36206,80.0,10.0,6.0,10.0,10.0,10.0,10.0,1,0.15
288,1056,96.0,10.0,10.0,10.0,10.0,10.0,10.0,77,1.01
289,21021,98.0,10.0,10.0,10.0,10.0,10.0,9.0,10,0.16
290,32877,94.0,10.0,8.0,10.0,10.0,9.0,9.0,25,0.32
291,24371,80.0,9.0,8.0,9.0,10.0,8.0,8.0,8,0.13
292,64156,,,,,,,,0,
293,55378,,,,,,,,0,
294,70603,,10.0,8.0,10.0,6.0,6.0,10.0,1,0.01
295,76442,92.0,9.0,10.0,10.0,10.0,10.0,9.0,10,0.14
296,15714,98.0,10.0,10.0,10.0,10.0,9.0,10.0,74,1.02
297,13904,90.0,10.0,9.0,9.0,9.0,9.0,9.0,14,0.21
298,57728,,,,,,,,0,
299,67104,,,,,,,,0,
300,32160,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.06
301,21354,94.0,9.0,9.0,10.0,10.0,10.0,9.0,128,2.15
302,18478,90.0,9.0,9.0,9.0,9.0,9.0,9.0,64,0.83
303,20622,96.0,10.0,10.0,10.0,10.0,9.0,10.0,108,1.42
304,3345,,,,,,,,0,
305,56243,96.0,9.0,10.0,10.0,10.0,10.0,10.0,6,0.08
306,54869,,,,,,,,1,0.02
307,74281,,,,,,,,0,
308,6116,93.0,10.0,9.0,10.0,10.0,9.0,9.0,11,0.15
309,67772,99.0,10.0,10.0,10.0,10.0,10.0,10.0,40,0.58
310,67142,99.0,10.0,10.0,10.0,10.0,10.0,10.0,501,6.5
311,66593,88.0,9.0,8.0,10.0,10.0,9.0,9.0,114,1.51
312,17492,90.0,9.0,9.0,10.0,10.0,10.0,8.0,8,0.13
313,8130,99.0,10.0,10.0,10.0,10.0,10.0,10.0,67,0.88
314,34516,95.0,10.0,10.0,10.0,10.0,9.0,9.0,25,0.36
315,36923,,,,,,,,0,
316,40563,99.0,10.0,10.0,10.0,10.0,9.0,10.0,14,0.18
317,39287,87.0,9.0,8.0,9.0,10.0,8.0,9.0,220,3.04
318,13775,96.0,10.0,10.0,10.0,10.0,9.0,9.0,51,0.69
319,33088,100.0,10.0,10.0,10.0,10.0,10.0,10.0,43,0.6
320,20290,,,,,,,,0,
321,48660,88.0,9.0,9.0,9.0,9.0,9.0,9.0,28,0.37
322,12633,98.0,10.0,10.0,10.0,10.0,10.0,10.0,122,1.61
323,43629,95.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.07
324,6108,95.0,10.0,10.0,10.0,10.0,10.0,9.0,8,0.12
325,25883,99.0,10.0,10.0,10.0,10.0,10.0,10.0,30,0.53
326,2549,94.0,9.0,9.0,10.0,10.0,9.0,9.0,59,0.79
327,55978,90.0,9.0,9.0,10.0,10.0,9.0,9.0,21,0.3
328,75017,,,,,,,,0,
329,74500,93.0,9.0,10.0,9.0,10.0,10.0,9.0,71,0.97
330,67866,88.0,10.0,10.0,9.0,10.0,8.0,9.0,12,0.16
331,3183,88.0,9.0,9.0,9.0,9.0,9.0,9.0,335,4.49
332,31400,83.0,9.0,9.0,7.0,8.0,9.0,8.0,15,0.24
333,10451,98.0,10.0,10.0,10.0,10.0,10.0,10.0,208,2.77
334,7783,,,,,,,,0,
335,71401,90.0,9.0,9.0,9.0,10.0,10.0,9.0,44,0.58
336,75461,97.0,10.0,10.0,10.0,10.0,10.0,10.0,140,2.24
337,14556,97.0,10.0,10.0,10.0,10.0,10.0,10.0,53,0.7
338,42218,96.0,10.0,10.0,10.0,10.0,8.0,10.0,130,1.77
339,17175,85.0,9.0,8.0,10.0,10.0,9.0,9.0,20,0.26
340,54051,96.0,10.0,10.0,10.0,10.0,9.0,9.0,41,0.54
341,74153,96.0,10.0,10.0,10.0,10.0,10.0,10.0,10,0.19
342,44037,97.0,9.0,10.0,10.0,10.0,10.0,10.0,7,0.12
343,75967,95.0,9.0,9.0,10.0,10.0,9.0,9.0,34,0.46
344,13729,97.0,10.0,10.0,10.0,10.0,10.0,10.0,53,0.73
345,15293,70.0,8.0,7.0,9.0,9.0,9.0,6.0,3,0.08
346,66884,97.0,10.0,10.0,10.0,10.0,9.0,10.0,361,4.85
347,27490,97.0,10.0,10.0,10.0,10.0,9.0,9.0,54,0.93
348,17525,91.0,10.0,10.0,10.0,10.0,9.0,9.0,9,0.14
349,2840,85.0,9.0,10.0,10.0,10.0,9.0,10.0,9,0.15
350,12150,99.0,10.0,10.0,10.0,10.0,10.0,10.0,215,2.87
351,73006,91.0,10.0,9.0,10.0,10.0,9.0,9.0,7,0.12
352,64586,94.0,9.0,9.0,9.0,10.0,9.0,10.0,28,0.65
353,22471,86.0,9.0,9.0,9.0,10.0,8.0,9.0,32,0.53
354,30328,97.0,10.0,10.0,10.0,10.0,9.0,10.0,24,0.86
355,17099,97.0,10.0,10.0,10.0,10.0,10.0,10.0,139,1.86
356,6907,91.0,9.0,9.0,9.0,10.0,9.0,9.0,46,0.65
357,47661,95.0,9.0,9.0,9.0,9.0,10.0,9.0,15,0.2
358,50250,95.0,10.0,10.0,10.0,10.0,10.0,9.0,52,0.7
359,50045,98.0,10.0,10.0,10.0,10.0,9.0,10.0,54,0.73
360,61177,93.0,10.0,9.0,10.0,10.0,9.0,9.0,107,1.48
361,47306,70.0,9.0,8.0,8.0,9.0,9.0,9.0,4,0.06
362,42860,96.0,10.0,10.0,10.0,10.0,10.0,9.0,24,0.34
363,69839,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.36
364,55222,96.0,10.0,10.0,10.0,10.0,9.0,10.0,50,0.68
365,69433,99.0,10.0,10.0,10.0,10.0,10.0,10.0,65,0.89
366,18553,96.0,10.0,10.0,10.0,10.0,9.0,10.0,35,0.52
367,58603,98.0,10.0,10.0,9.0,9.0,9.0,9.0,14,0.21
368,71609,97.0,10.0,10.0,10.0,10.0,10.0,9.0,58,0.78
369,774,,,,,,,,0,
370,24532,93.0,10.0,9.0,10.0,10.0,9.0,10.0,23,0.34
371,34260,99.0,10.0,10.0,10.0,10.0,10.0,10.0,85,1.5
372,74574,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.04
373,5147,,,,,,,,0,
374,15116,,,,,,,,0,
375,44337,93.0,10.0,8.0,9.0,10.0,9.0,9.0,17,0.23
376,66752,97.0,10.0,9.0,10.0,10.0,10.0,10.0,409,5.57
377,36230,,,,,,,,0,
378,47511,92.0,9.0,9.0,10.0,10.0,9.0,9.0,19,0.44
379,48638,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.17
380,53360,93.0,10.0,10.0,10.0,9.0,10.0,9.0,8,0.33
381,41394,94.0,9.0,10.0,10.0,10.0,10.0,9.0,18,0.77
382,52150,,,,,,,,0,
383,23650,100.0,9.0,9.0,10.0,10.0,9.0,8.0,3,0.04
384,29710,,,,,,,,0,
385,14578,96.0,10.0,10.0,9.0,10.0,9.0,10.0,24,0.35
386,33703,90.0,9.0,9.0,10.0,10.0,10.0,9.0,33,0.49
387,48668,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.33
388,76664,90.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.09
389,34987,94.0,9.0,9.0,10.0,10.0,8.0,9.0,96,1.33
390,13543,89.0,9.0,9.0,9.0,9.0,9.0,9.0,57,1.04
391,45634,97.0,10.0,10.0,10.0,10.0,10.0,10.0,43,1.68
392,60089,94.0,10.0,10.0,10.0,10.0,10.0,9.0,72,1.09
393,43501,95.0,9.0,9.0,10.0,10.0,9.0,9.0,19,0.45
394,50985,,,,,,,,0,
395,11121,75.0,7.0,7.0,10.0,9.0,7.0,8.0,4,0.06
396,42873,100.0,8.0,10.0,10.0,10.0,8.0,10.0,1,0.07
397,72786,80.0,10.0,10.0,8.0,8.0,6.0,8.0,1,0.03
398,1069,94.0,10.0,9.0,10.0,10.0,9.0,10.0,32,0.45
399,19758,92.0,9.0,9.0,10.0,10.0,10.0,9.0,48,0.75
400,73498,93.0,9.0,9.0,10.0,10.0,9.0,10.0,55,0.77
401,67427,20.0,2.0,2.0,4.0,2.0,6.0,2.0,2,0.12
402,76178,99.0,10.0,10.0,10.0,10.0,10.0,10.0,30,0.48
403,10213,,,,,,,,0,
404,31938,96.0,10.0,10.0,10.0,10.0,10.0,10.0,148,2.1
