,shuttle_id,review_scores_rating,review_scores_comfort,review_scores_amenities,review_scores_trip,review_scores_crew,review_scores_location,review_scores_price,number_of_reviews,reviews_per_month
10464,68281,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.88
10465,1182,91.0,9.0,9.0,9.0,9.0,10.0,9.0,7,0.77
10466,41021,92.0,10.0,10.0,10.0,9.0,10.0,10.0,12,1.48
10467,32331,,,,,,,,0,
10468,60077,100.0,10.0,10.0,10.0,10.0,10.0,10.0,16,2.03
10469,4547,,,,,,,,0,
10470,31636,,,,,,,,0,
10471,8271,,,,,,,,0,
10472,3121,89.0,9.0,9.0,10.0,9.0,9.0,9.0,17,2.02
10473,29037,87.0,9.0,8.0,9.0,9.0,9.0,9.0,22,2.66
10474,32879,74.0,8.0,7.0,9.0,9.0,8.0,8.0,14,6.89
10475,3300,88.0,9.0,8.0,10.0,10.0,9.0,9.0,19,2.3
10476,76197,97.0,10.0,9.0,9.0,9.0,10.0,10.0,9,1.11
10477,62043,,,,,,,,0,
10478,69934,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.34
10479,694,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.91
10480,25074,95.0,10.0,10.0,10.0,9.0,10.0,10.0,4,0.47
10481,37054,,,,,,,,1,0.11
10482,63823,,,,,,,,0,
10483,15082,,,,,,,,0,
10484,29939,,,,,,,,0,
10485,34013,,,,,,,,0,
10486,10308,,,,,,,,0,
10487,50518,89.0,9.0,9.0,10.0,10.0,9.0,9.0,11,1.96
10488,72319,91.0,10.0,10.0,9.0,10.0,10.0,9.0,17,4.77
10489,14449,,,,,,,,0,
10490,33272,,,,,,,,0,
10491,74790,,,,,,,,0,
10492,39927,100.0,9.0,10.0,10.0,10.0,9.0,9.0,2,0.26
10493,72498,87.0,10.0,9.0,7.0,9.0,9.0,9.0,3,0.52
10494,75410,92.0,9.0,10.0,9.0,9.0,10.0,9.0,6,0.75
10495,29152,91.0,10.0,10.0,9.0,10.0,9.0,10.0,9,1.06
10496,11373,,,,,,,,0,
10497,1609,98.0,10.0,10.0,10.0,10.0,10.0,10.0,24,2.94
10498,45100,,,,,,,,0,
10499,24271,83.0,10.0,9.0,10.0,9.0,10.0,8.0,8,1.03
10500,39219,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.96
10501,28284,,,,,,,,0,
10502,16382,86.0,10.0,10.0,10.0,9.0,10.0,9.0,17,1.99
10503,22518,91.0,10.0,9.0,9.0,9.0,8.0,9.0,11,1.3
10504,75583,,,,,,,,0,
10505,55597,,,,,,,,0,
10506,41336,90.0,8.0,9.0,10.0,10.0,9.0,9.0,3,0.38
10507,58727,83.0,9.0,8.0,9.0,9.0,8.0,8.0,23,2.58
10508,31256,100.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.51
10509,35225,100.0,10.0,10.0,10.0,10.0,10.0,10.0,12,1.48
10510,68627,,,,,,,,0,
10511,6182,,,,,,,,0,
10512,62033,,,,,,,,0,
10513,22918,,,,,,,,0,
10514,17933,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.34
10515,65871,,,,,,,,0,
10516,24331,,,,,,,,0,
10517,44190,,,,,,,,0,
10518,45327,94.0,10.0,10.0,10.0,10.0,10.0,10.0,10,1.29
10519,26927,80.0,6.0,6.0,10.0,10.0,8.0,8.0,1,0.13
10520,25585,,,,,,,,0,
10521,63212,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.33
10522,62077,99.0,10.0,10.0,10.0,10.0,9.0,10.0,27,3.13
10523,12428,98.0,10.0,10.0,10.0,10.0,10.0,10.0,17,1.98
10524,29646,100.0,10.0,10.0,9.0,10.0,10.0,10.0,2,0.36
10525,39084,88.0,9.0,9.0,9.0,9.0,9.0,9.0,22,2.58
10526,73620,,,,,,,,0,
10527,46848,80.0,10.0,8.0,10.0,10.0,10.0,6.0,3,1.29
10528,265,93.0,9.0,10.0,10.0,10.0,9.0,8.0,3,0.46
10529,60452,92.0,10.0,10.0,10.0,10.0,9.0,9.0,5,0.61
10530,72444,97.0,10.0,10.0,10.0,10.0,10.0,10.0,20,2.4
10531,22200,90.0,10.0,9.0,10.0,10.0,10.0,10.0,2,0.29
10532,73628,100.0,10.0,8.0,10.0,10.0,10.0,10.0,2,0.23
10533,1872,93.0,9.0,9.0,10.0,10.0,10.0,9.0,3,0.46
10534,4642,,,,,,,,0,
10535,41495,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.24
10536,11473,,,,,,,,0,
10537,3749,83.0,9.0,9.0,10.0,9.0,9.0,9.0,6,0.9
10538,35886,,,,,,,,0,
10539,74555,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.16
10540,75142,,,,,,,,0,
10541,61554,100.0,10.0,10.0,10.0,10.0,10.0,9.0,3,0.34
10542,69968,73.0,7.0,5.0,8.0,10.0,10.0,9.0,3,0.36
10543,15497,100.0,10.0,10.0,10.0,10.0,10.0,10.0,13,1.55
10544,22032,93.0,10.0,10.0,10.0,10.0,9.0,9.0,20,2.74
10545,6223,91.0,10.0,9.0,9.0,10.0,9.0,9.0,9,1.08
10546,53456,94.0,9.0,10.0,9.0,9.0,10.0,9.0,7,0.98
10547,21633,77.0,10.0,7.0,9.0,9.0,9.0,7.0,6,0.85
10548,23359,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.47
10549,9070,95.0,10.0,9.0,10.0,10.0,9.0,10.0,55,6.55
10550,22753,97.0,10.0,10.0,10.0,10.0,10.0,10.0,27,3.09
10551,75796,93.0,10.0,10.0,10.0,9.0,8.0,10.0,3,0.37
10552,11469,96.0,10.0,10.0,10.0,9.0,10.0,10.0,29,3.28
10553,59407,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.11
10554,49076,100.0,9.0,10.0,10.0,10.0,10.0,10.0,3,0.42
10555,39533,78.0,9.0,8.0,10.0,9.0,9.0,8.0,9,1.18
10556,5034,,,,,,,,0,
10557,25813,100.0,10.0,4.0,10.0,10.0,10.0,8.0,1,0.58
10558,61283,,,,,,,,0,
10559,36218,80.0,10.0,10.0,7.0,10.0,9.0,8.0,2,0.29
10560,6299,94.0,10.0,10.0,10.0,10.0,10.0,9.0,13,3.07
10561,4830,96.0,10.0,10.0,9.0,9.0,10.0,10.0,9,1.22
10562,31058,92.0,10.0,9.0,10.0,10.0,9.0,8.0,13,1.6
10563,45351,,,,,,,,0,
10564,70129,80.0,6.0,9.0,7.0,8.0,10.0,6.0,4,0.48
10565,28075,95.0,10.0,9.0,10.0,10.0,10.0,10.0,8,1.14
10566,2121,90.0,9.0,8.0,10.0,10.0,9.0,10.0,14,2.19
10567,57415,100.0,10.0,10.0,10.0,10.0,10.0,10.0,42,5.58
10568,32919,,,,,,,,0,
10569,68265,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.24
10570,16839,,,,,,,,1,0.12
10571,55964,100.0,10.0,10.0,10.0,10.0,10.0,9.0,4,0.62
10572,49090,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.43
10573,59366,83.0,8.0,7.0,9.0,9.0,8.0,9.0,6,0.72
10574,59699,67.0,10.0,7.0,9.0,9.0,10.0,8.0,3,0.55
10575,75687,,,,,,,,1,0.11
10576,19433,96.0,10.0,10.0,8.0,9.0,10.0,9.0,15,1.91
10577,1868,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.85
10578,27864,97.0,10.0,9.0,10.0,10.0,10.0,10.0,7,0.81
10579,23040,100.0,10.0,9.0,10.0,10.0,9.0,10.0,2,0.25
10580,39312,70.0,9.0,8.0,8.0,10.0,10.0,7.0,10,1.48
10581,63985,100.0,10.0,9.0,10.0,10.0,10.0,10.0,4,0.48
10582,41264,84.0,9.0,9.0,9.0,9.0,10.0,9.0,11,1.48
10583,18243,,,,,,,,0,
10584,72845,100.0,10.0,8.0,10.0,10.0,8.0,10.0,1,0.15
10585,48357,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.58
10586,59068,93.0,10.0,9.0,10.0,10.0,9.0,10.0,18,2.87
10587,10464,100.0,10.0,10.0,10.0,10.0,10.0,10.0,15,1.73
10588,10498,98.0,10.0,9.0,10.0,10.0,9.0,10.0,12,2.18
10589,22130,85.0,9.0,8.0,9.0,8.0,10.0,9.0,8,1.11
10590,54399,97.0,10.0,9.0,10.0,10.0,10.0,10.0,27,3.16
10591,67251,88.0,9.0,8.0,10.0,10.0,9.0,8.0,5,0.67
10592,54152,95.0,10.0,9.0,9.0,10.0,9.0,10.0,4,0.56
10593,60418,100.0,10.0,10.0,10.0,10.0,10.0,10.0,7,0.82
10594,5285,,,,,,,,0,
10595,21437,,,,,,,,0,
10596,4251,93.0,9.0,9.0,10.0,10.0,9.0,9.0,27,3.38
10597,54929,97.0,10.0,10.0,10.0,10.0,10.0,9.0,12,1.51
10598,2686,,,,,,,,0,
10599,20317,90.0,10.0,10.0,9.0,9.0,9.0,9.0,16,1.93
10600,70079,,,,,,,,0,
10601,39860,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.21
10602,36907,,,,,,,,0,
10603,21125,97.0,10.0,10.0,10.0,10.0,10.0,9.0,25,2.92
10604,36222,99.0,10.0,10.0,10.0,10.0,10.0,10.0,53,7.07
10605,49818,,,,,,,,1,0.15
10606,57735,76.0,8.0,7.0,8.0,8.0,8.0,8.0,5,0.72
10607,21561,99.0,10.0,10.0,10.0,10.0,9.0,10.0,23,3.0
10608,14167,94.0,10.0,10.0,10.0,10.0,10.0,10.0,11,1.35
10609,20238,90.0,9.0,9.0,10.0,9.0,9.0,9.0,2,0.25
10610,49587,80.0,7.0,7.0,10.0,10.0,10.0,8.0,3,0.35
10611,4834,100.0,10.0,8.0,10.0,10.0,6.0,8.0,1,0.15
10612,19944,80.0,8.0,9.0,9.0,9.0,9.0,9.0,2,0.34
10613,69524,100.0,10.0,10.0,10.0,10.0,10.0,8.0,1,0.75
10614,44402,90.0,10.0,10.0,9.0,9.0,9.0,9.0,25,3.36
10615,54956,,,,,,,,0,
10616,42068,20.0,2.0,2.0,2.0,2.0,6.0,2.0,1,0.12
10617,49826,,,,,,,,0,
10618,1834,90.0,10.0,8.0,10.0,10.0,10.0,10.0,2,2.0
10619,2376,88.0,10.0,10.0,10.0,10.0,10.0,9.0,8,1.11
10620,55664,93.0,10.0,10.0,10.0,9.0,9.0,9.0,18,2.2
10621,54095,100.0,10.0,10.0,9.0,10.0,10.0,10.0,4,0.53
10622,66312,90.0,10.0,9.0,9.0,9.0,10.0,9.0,46,5.5
10623,17696,93.0,9.0,10.0,10.0,10.0,9.0,9.0,9,1.32
10624,14920,80.0,9.0,8.0,10.0,10.0,10.0,9.0,3,0.36
10625,75847,84.0,9.0,8.0,9.0,9.0,10.0,9.0,9,1.42
10626,6531,100.0,10.0,10.0,10.0,10.0,8.0,8.0,1,0.39
10627,67919,,,,,,,,1,0.11
10628,73907,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.73
10629,16428,,,,,,,,0,
10630,40601,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.53
10631,33609,,,,,,,,0,
10632,31979,93.0,10.0,9.0,10.0,10.0,9.0,10.0,4,0.48
10633,73748,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.15
10634,26186,95.0,10.0,10.0,10.0,10.0,10.0,10.0,4,0.52
10635,25880,,,,,,,,0,
10636,40092,,,,,,,,0,
10637,21369,,,,,,,,0,
10638,71766,,,,,,,,0,
10639,51758,,,,,,,,0,
10640,24990,,,,,,,,0,
10641,40880,93.0,9.0,9.0,10.0,10.0,10.0,9.0,7,0.87
10642,51964,71.0,8.0,8.0,9.0,10.0,7.0,9.0,7,0.86
10643,50446,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.68
10644,39886,95.0,10.0,10.0,10.0,10.0,9.0,9.0,4,0.56
10645,41163,,,,,,,,0,
10646,55886,92.0,9.0,10.0,10.0,10.0,10.0,9.0,5,0.67
10647,67241,96.0,10.0,10.0,10.0,10.0,9.0,10.0,28,3.4
10648,48935,100.0,10.0,10.0,10.0,10.0,10.0,10.0,19,2.6
10649,28807,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.2
10650,572,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.26
10651,57383,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.7
10652,42551,95.0,10.0,9.0,10.0,10.0,10.0,10.0,4,0.67
10653,73322,88.0,9.0,10.0,9.0,9.0,10.0,9.0,12,1.68
10654,50844,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.42
10655,27767,96.0,10.0,10.0,10.0,10.0,9.0,9.0,18,2.51
10656,17266,89.0,10.0,9.0,9.0,10.0,10.0,9.0,15,1.86
10657,73147,100.0,10.0,9.0,10.0,10.0,10.0,9.0,3,0.36
10658,20572,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.14
10659,10093,86.0,9.0,9.0,9.0,9.0,8.0,9.0,7,1.35
10660,74205,100.0,10.0,10.0,10.0,10.0,9.0,9.0,3,0.39
10661,66848,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.38
10662,71307,100.0,10.0,9.0,10.0,10.0,10.0,10.0,4,0.52
10663,15718,100.0,10.0,10.0,10.0,8.0,8.0,10.0,1,0.48
10664,44675,80.0,8.0,7.0,9.0,8.0,10.0,8.0,4,1.08
10665,52486,,,,,,,,0,
10666,69197,100.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.48
10667,2630,96.0,10.0,8.0,10.0,10.0,10.0,10.0,9,3.51
10668,6083,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.24
10669,42459,100.0,10.0,10.0,10.0,10.0,10.0,10.0,5,0.72
10670,54941,80.0,4.0,6.0,8.0,6.0,4.0,6.0,1,0.12
10671,30003,,,,,,,,0,
10672,31225,100.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.14
10673,30703,,,,,,,,0,
10674,13,,,,,,,,0,
10675,30296,100.0,10.0,10.0,10.0,10.0,9.0,10.0,4,0.75
10676,54607,,,,,,,,0,
10677,71565,,,,,,,,0,
10678,27894,88.0,9.0,9.0,8.0,8.0,10.0,9.0,5,0.64
10679,48921,88.0,10.0,9.0,9.0,9.0,10.0,9.0,15,1.9
10680,62098,100.0,9.0,9.0,9.0,9.0,9.0,9.0,3,0.36
10681,45522,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.17
10682,7608,84.0,8.0,9.0,9.0,9.0,10.0,9.0,10,1.3
10683,58803,100.0,10.0,10.0,10.0,10.0,10.0,10.0,6,0.77
10684,10268,98.0,10.0,10.0,10.0,10.0,10.0,10.0,13,1.7
10685,5419,96.0,10.0,10.0,9.0,10.0,9.0,9.0,5,0.65
10686,3711,76.0,8.0,8.0,8.0,9.0,10.0,8.0,10,1.22
10687,70241,,,,,,,,0,
10688,65287,83.0,9.0,8.0,10.0,10.0,9.0,9.0,9,1.29
10689,48839,100.0,10.0,10.0,10.0,9.0,8.0,10.0,2,0.25
10690,32009,91.0,9.0,9.0,10.0,10.0,10.0,9.0,17,2.35
10691,19452,93.0,10.0,10.0,10.0,10.0,10.0,10.0,3,0.64
10692,25447,90.0,10.0,10.0,9.0,9.0,10.0,9.0,2,2.0
10693,28963,90.0,10.0,10.0,10.0,8.0,9.0,8.0,2,0.52
10694,66491,100.0,10.0,10.0,10.0,10.0,10.0,9.0,2,0.3
10695,51029,98.0,10.0,10.0,10.0,10.0,10.0,9.0,8,1.18
10696,26788,88.0,9.0,10.0,10.0,10.0,8.0,8.0,5,0.63
10697,16733,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.28
10698,25565,100.0,10.0,10.0,10.0,10.0,10.0,9.0,5,0.71
10699,3,80.0,10.0,10.0,10.0,10.0,10.0,10.0,1,0.47
10700,31924,,,,,,,,0,
10701,22680,,,,,,,,0,
10702,31471,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.25
10703,46391,82.0,9.0,10.0,9.0,8.0,10.0,8.0,14,1.8
10704,11495,93.0,9.0,9.0,9.0,10.0,10.0,9.0,12,1.42
10705,76056,96.0,9.0,10.0,9.0,10.0,9.0,10.0,19,2.5
10706,55212,,,,,,,,0,
10707,15760,100.0,10.0,9.0,10.0,10.0,10.0,9.0,7,0.89
10708,44677,75.0,9.0,7.0,10.0,10.0,8.0,8.0,5,0.6
10709,74868,,,,,,,,0,
10710,54400,87.0,9.0,8.0,9.0,8.0,10.0,9.0,7,0.86
10711,66467,88.0,9.0,9.0,10.0,9.0,10.0,9.0,10,1.19
10712,65036,96.0,10.0,10.0,10.0,10.0,10.0,10.0,35,5.38
10713,56356,97.0,10.0,10.0,10.0,10.0,10.0,10.0,14,1.72
10714,5827,,,,,,,,0,
10715,36871,93.0,10.0,10.0,10.0,10.0,9.0,10.0,14,1.81
10716,17451,95.0,10.0,10.0,10.0,9.0,9.0,10.0,4,0.57
10717,42292,90.0,9.0,10.0,10.0,9.0,9.0,8.0,6,0.78
10718,67277,80.0,9.0,9.0,9.0,9.0,8.0,9.0,51,6.43
10719,21052,,,,,,,,0,
10720,27241,100.0,10.0,10.0,10.0,10.0,10.0,9.0,4,0.55
10721,48873,95.0,10.0,9.0,10.0,10.0,10.0,10.0,17,2.09
10722,33873,100.0,10.0,10.0,10.0,10.0,9.0,9.0,7,0.89
10723,29697,96.0,10.0,10.0,10.0,10.0,10.0,9.0,5,0.62
10724,4409,100.0,10.0,9.0,10.0,10.0,10.0,10.0,7,1.24
10725,18176,98.0,10.0,10.0,10.0,10.0,10.0,10.0,36,4.7
10726,70571,100.0,10.0,10.0,10.0,10.0,9.0,10.0,3,0.39
10727,15441,73.0,8.0,9.0,8.0,9.0,8.0,7.0,20,2.65
10728,26930,,,,,,,,0,
10729,456,,,,,,,,0,
10730,19601,94.0,10.0,9.0,10.0,10.0,10.0,9.0,13,1.78
10731,28050,97.0,10.0,9.0,9.0,9.0,10.0,9.0,7,0.9
10732,39428,96.0,10.0,10.0,10.0,10.0,9.0,9.0,12,1.6
10733,42085,100.0,10.0,10.0,10.0,10.0,10.0,9.0,11,2.13
10734,6218,20.0,2.0,2.0,10.0,2.0,2.0,2.0,1,0.79
10735,56412,100.0,10.0,10.0,10.0,10.0,10.0,10.0,8,0.98
10736,55732,,,,,,,,0,
10737,22452,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.36
10738,1281,98.0,10.0,10.0,10.0,10.0,9.0,10.0,25,3.15
10739,29158,100.0,10.0,10.0,10.0,10.0,10.0,10.0,18,2.28
10740,17314,98.0,10.0,10.0,10.0,10.0,10.0,10.0,9,2.93
10741,37324,100.0,10.0,10.0,10.0,10.0,9.0,10.0,2,0.29
10742,4418,,,,,,,,0,
10743,33065,100.0,10.0,8.0,10.0,10.0,10.0,10.0,1,0.14
10744,29839,100.0,9.0,9.0,10.0,10.0,10.0,10.0,7,1.03
10745,7628,,,,,,,,0,
10746,32,98.0,10.0,10.0,10.0,10.0,10.0,10.0,19,2.49
10747,45140,78.0,9.0,9.0,9.0,10.0,9.0,8.0,12,1.65
10748,16023,88.0,9.0,9.0,9.0,9.0,9.0,9.0,10,1.35
10749,5201,,,,,,,,0,
10750,39767,100.0,8.0,10.0,10.0,10.0,8.0,10.0,2,0.24
10751,12472,83.0,10.0,8.0,10.0,9.0,10.0,9.0,12,1.61
10752,74806,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.38
10753,20888,93.0,10.0,10.0,10.0,10.0,10.0,9.0,9,1.53
10754,49483,89.0,10.0,9.0,10.0,10.0,10.0,9.0,7,1.06
10755,23675,89.0,9.0,9.0,10.0,10.0,9.0,9.0,11,1.51
10756,45368,87.0,9.0,7.0,10.0,10.0,9.0,8.0,6,0.81
10757,62475,90.0,9.0,8.0,9.0,10.0,9.0,9.0,6,0.78
10758,8948,,,,,,,,0,
10759,44243,97.0,10.0,10.0,10.0,10.0,9.0,9.0,13,1.7
10760,29919,95.0,10.0,10.0,10.0,10.0,10.0,10.0,8,1.57
10761,50511,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.5
10762,66556,100.0,10.0,10.0,10.0,10.0,10.0,10.0,2,0.36
