,id,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id
5204,41978,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,780.0",40188
5205,533,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$2,040.0",33015
5206,61783,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$3,080.0",27972
5207,34575,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,494.0",14195
5208,35410,United Kingdom,Type V7,Plasma,ThetaBase Services,2.0,5,strict,2.0,f,f,"$2,716.0",2403
5209,24123,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,494.0",26627
5210,15455,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,260.0",14859
5211,67540,Barbados,Type V5,Nuclear,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,910.0",12598
5212,50084,Russian Federation,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,t,f,"$4,133.0",38163
5213,7918,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$2,430.0",45865
5214,27366,Anguilla,Type V5,Quantum,ThetaBase Services,1.0,1,strict,2.0,t,f,"$1,182.0",11126
5215,51206,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$4,185.0",19811
5216,54701,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$1,637.0",18134
5217,469,Niue,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,169.0",38315
5218,29792,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,585.0",34974
5219,64463,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$2,820.0",34974
5220,48928,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,780.0",35563
5221,8255,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,390.0",46322
5222,27542,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,429.0",12591
5223,55240,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$2,365.0",22289
5224,56938,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,3,strict,2.0,f,f,"$3,652.0",19248
5225,47627,Niue,Type V5,Plasma,ThetaBase Services,1.0,3,flexible,1.0,t,f,"$2,430.0",3695
5226,37001,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,767.0",42188
5227,37871,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,3.0,f,f,"$3,340.0",5718
5228,44550,Micronesia,Type V2,Plasma,ThetaBase Services,3.0,7,strict,3.0,t,f,"$6,655.0",19958
5229,9174,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,625.0",46685
5230,60964,Anguilla,Type F5,Plasma,ThetaBase Services,4.0,7,strict,5.0,f,f,"$4,120.0",45399
5231,57552,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$1,650.0",24059
5232,7014,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,338.0",12591
5233,25064,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,2.0,f,f,"$1,689.0",35348
5234,50947,Malta,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,715.0",16840
5235,6197,Barbados,Type V5,Plasma,ThetaBase Services,2.0,6,strict,4.0,t,f,"$3,067.0",48769
5236,10165,Malta,Type N0,Quantum,ThetaBase Services,1.0,6,moderate,6.0,f,f,"$2,430.0",31805
5237,68709,Isle of Man,Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,520.0",21077
5238,43840,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,040.0",21912
5239,20705,Kiribati,Type F5,Quantum,ThetaBase Services,1.0,1,strict,3.0,f,f,"$1,507.0",8198
5240,50489,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,975.0",30996
5241,13574,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,195.0",3355
5242,18226,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$1,637.0",28568
5243,39430,Malta,Type V5,Plasma,ThetaBase Services,2.0,7,strict,3.0,f,f,"$3,457.0",24026
5244,57185,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,3.0,7,moderate,5.0,t,f,"$2,300.0",10891
5245,47140,Kiribati,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,t,f,"$2,885.0",3417
5246,18781,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,910.0",13365
5247,71972,Malta,Type O3,Quantum,"Banks, Wood and Phillips",1.0,3,strict,2.0,t,f,"$2,300.0",47709
5248,1425,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,820.0",1241
5249,42158,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$1,910.0",15658
5250,44097,Kiribati,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,f,f,"$1,520.0",46474
5251,71762,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,624.0",7255
5252,47347,Malta,Type V2,Plasma,ThetaBase Services,3.0,6,strict,3.0,f,f,"$3,795.0",2198
5253,23486,Estonia,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,156.0",1220
5254,45409,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$2,157.0",36088
5255,23705,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,f,f,"$2,040.0",21821
5256,10830,Anguilla,Type V5,Plasma,ThetaBase Services,4.0,8,strict,5.0,f,f,"$3,210.0",28924
5257,1310,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,650.0",3375
5258,58206,Nicaragua,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,715.0",49174
5259,65012,Mexico,Type F5,Plasma,ThetaBase Services,6.0,6,flexible,6.0,t,f,"$2,430.0",3978
5260,62984,Micronesia,Type G0,Plasma,ThetaBase Services,1.0,4,strict,1.0,t,f,"$2,950.0",11567
5261,15345,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,325.0",15383
5262,30409,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,377.0",37686
5263,8768,Malta,Type N0,Quantum,ThetaBase Services,1.0,6,flexible,6.0,f,f,"$2,430.0",31805
5264,64486,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,f,f,"$2,430.0",3391
5265,12520,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,f,f,"$2,430.0",3391
5266,47874,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$1,767.0",15198
5267,14809,Malta,Type V5,Plasma,ThetaBase Services,2.0,7,strict,3.0,f,f,"$3,457.0",24026
5268,27965,Kiribati,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,377.0",8198
5269,9477,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,975.0",8138
5270,65163,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,390.0",10061
5271,11435,Barbados,Type G0,Plasma,ThetaBase Services,3.0,6,flexible,3.0,f,f,"$10,620.0",20165
5272,37515,Faroe Islands,Type F5,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$3,080.0",16705
5273,41177,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,325.0",32619
5274,47224,United Kingdom,Type F5,Quantum,ThetaBase Services,2.0,2,strict,3.0,f,f,"$1,104.0",36495
5275,75271,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,260.0",10726
5276,64840,Bouvet Island (Bouvetoya),Type V5,Nuclear,"Banks, Wood and Phillips",1.0,2,flexible,1.0,t,f,"$1,689.0",45433
5277,5076,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,f,f,"$2,105.0",13212
5278,53875,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,f,f,"$2,105.0",13212
5279,19518,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,t,f,"$2,404.0",42945
5280,34416,Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,507.0",5690
5281,71798,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,f,f,"$10,620.0",11005
5282,64372,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,t,f,"$2,690.0",48810
5283,29286,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$2,118.0",400
5284,69897,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,715.0",23733
5285,62890,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,t,f,"$2,300.0",5014
5286,6713,Micronesia,Type V5,Plasma,"Banks, Wood and Phillips",1.0,4,flexible,2.0,t,f,"$3,080.0",10296
5287,32921,Uzbekistan,Type F5,Plasma,ThetaBase Services,3.0,5,flexible,3.0,t,f,"$2,027.0",580
5288,70374,Sao Tome and Principe,Type O3,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,416.0",7959
5289,65831,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,754.0",255
5290,25120,Malta,Type F5,Plasma,ThetaBase Services,3.0,7,strict,3.0,f,f,"$2,417.0",3941
5291,15608,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,2.0,f,f,"$2,560.0",39109
5292,8224,Uzbekistan,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,2.0,f,f,"$2,040.0",38098
5293,47739,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,988.0",47114
5294,3055,Malta,Type V5,Plasma,ThetaBase Services,1.0,5,strict,2.0,f,f,"$2,677.0",24026
5295,58435,Micronesia,Type O3,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,650.0",8707
5296,57967,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,312.0",20060
5297,31269,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$2,300.0",38775
5298,45828,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,430.0",1110
5299,12175,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,7,strict,3.0,f,f,"$3,457.0",24026
5300,56385,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,325.0",28174
5301,69082,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,strict,2.0,t,f,"$1,585.0",9915
5302,24223,Costa Rica,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$1,520.0",49181
5303,48424,Anguilla,Type V5,Quantum,ThetaBase Services,1.0,2,strict,2.0,t,f,"$1,208.0",11126
5304,71189,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$1,208.0",2131
5305,4560,Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,6,strict,3.0,f,f,"$2,560.0",33440
5306,12884,Malta,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$1,507.0",30551
5307,26084,Kiribati,Type F1,Plasma,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,910.0",1451
5308,41326,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,strict,2.0,f,f,"$1,520.0",32346
5309,73470,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,f,f,"$2,430.0",38370
5310,40511,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$3,405.0",27972
5311,63552,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,f,f,"$3,535.0",5332
5312,6040,Malta,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,364.0",24235
5313,11697,Barbados,Type V5,Plasma,ThetaBase Services,3.0,5,strict,3.0,f,f,"$3,002.0",21025
5314,36804,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,650.0",9130
5315,50761,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,4,strict,2.0,f,f,"$1,845.0",48455
5316,70314,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,807.0",42266
5317,11204,Gambia,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,t,f,"$3,054.0",38244
5318,22384,Brazil,Type V5,Plasma,ThetaBase Services,2.0,3,strict,3.0,f,f,"$2,560.0",28858
5319,73230,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,f,f,"$1,520.0",8625
5320,24007,Faroe Islands,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$3,210.0",8492
5321,25466,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,819.0",41353
5322,18488,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,442.0",46110
5323,34479,Mexico,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,572.0",7190
5324,1376,Niue,Type V5,Plasma,ThetaBase Services,0.0,3,flexible,2.0,f,f,"$1,390.0",39703
5325,59694,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,t,f,"$1,650.0",19
5326,30585,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,f,f,"$2,820.0",38273
5327,6450,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,235.0",36694
5328,23280,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,t,f,"$1,845.0",10228
5329,22326,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,105.0",28828
5330,54973,Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,650.0",25507
5331,40190,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,f,f,"$2,170.0",44474
5332,57323,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,f,f,"$2,040.0",14425
5333,46127,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,365.0",13557
5334,11662,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,8,flexible,4.0,t,f,"$2,040.0",33948
5335,60792,Anguilla,Type F5,Plasma,ThetaBase Services,3.0,5,flexible,3.0,f,f,"$4,120.0",9981
5336,6932,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,403.0",14221
5337,31922,Faroe Islands,Type V5,Plasma,ThetaBase Services,2.0,3,moderate,2.0,f,f,"$2,040.0",49357
5338,27693,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,715.0",20683
5339,75564,Malta,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$2,560.0",18077
5340,60047,Pakistan,Type V5,Plasma,MCW Global,2.0,4,strict,2.0,f,f,"$2,300.0",28206
5341,21703,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,273.0",29880
5342,271,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,741.0",34044
5343,44055,Barbados,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,f,f,"$1,767.0",21431
5344,57398,Wallis and Futuna,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$2,170.0",21320
5345,35504,Anguilla,Type V5,Quantum,ThetaBase Services,2.0,3,moderate,2.0,f,f,"$1,377.0",36426
5346,5095,Chad,Type V2,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,377.0",35106
5347,37468,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,455.0",37915
5348,64035,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,3,flexible,3.0,f,f,"$2,690.0",8866
5349,51900,Rwanda,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,390.0",16211
5350,29460,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,t,f,"$2,105.0",9830
5351,27740,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,300.0",6154
5352,41851,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,585.0",34951
5353,17716,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$1,715.0",17612
5354,7204,Sao Tome and Principe,Type O3,Quantum,ThetaBase Services,1.0,3,flexible,3.0,f,f,"$1,845.0",17612
5355,11141,Barbados,Type V5,Plasma,ThetaBase Services,3.0,9,strict,6.0,f,f,"$6,070.0",33823
5356,12678,Estonia,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,780.0",41529
5357,55800,Bosnia and Herzegovina,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,130.0",31322
5358,37751,Faroe Islands,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,195.0",28884
5359,40352,Micronesia,Type F5,Plasma,ThetaBase Services,3.0,8,moderate,5.0,f,f,"$4,289.0",41971
5360,72852,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,f,f,"$2,950.0",3391
5361,69039,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,f,f,"$2,820.0",3391
5362,52283,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,6,strict,3.0,t,f,"$2,027.0",30435
5363,24412,Anguilla,Type V5,Plasma,ThetaBase Services,0.0,2,moderate,1.0,t,f,"$1,650.0",16045
5364,46571,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$2,430.0",6684
5365,59412,Sao Tome and Principe,Type F5,Plasma,ThetaBase Services,5.0,6,moderate,4.0,t,f,"$3,340.0",35339
5366,22694,Anguilla,Type F5,Plasma,ThetaBase Services,4.0,6,moderate,4.0,t,f,"$2,950.0",28903
5367,63299,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,884.0",1899
5368,69805,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$3,470.0",18077
5369,8754,Russian Federation,Type F5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,t,f,"$2,755.0",37207
5370,4015,Nicaragua,Type V5,Plasma,ThetaBase Services,4.0,7,moderate,4.0,t,f,"$2,560.0",37043
5371,44897,Uzbekistan,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,3.0,f,f,"$2,040.0",39818
5372,6018,Barbados,Type F5,Plasma,ThetaBase Services,4.0,8,flexible,4.0,t,f,"$5,134.0",23612
5373,2204,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$2,040.0",6450
5374,30191,Niue,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,2.0,f,f,"$1,910.0",27572
5375,3131,Bouvet Island (Bouvetoya),Type F5,Plasma,ThetaBase Services,2.0,6,moderate,3.0,t,f,"$1,650.0",46907
5376,69749,Estonia,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,650.0",6276
5377,22905,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,637.0",20948
5378,4347,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,t,f,"$1,065.0",11219
5379,26049,Barbados,Type V5,Quantum,ThetaBase Services,2.0,2,strict,1.0,t,f,"$1,585.0",23256
5380,69019,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,t,f,"$2,053.0",9281
5381,6739,Uzbekistan,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,3.0,f,f,"$1,754.0",16238
5382,41592,United Kingdom,Type F5,Plasma,ThetaBase Services,5.0,9,strict,6.0,t,f,"$4,770.0",15905
5383,62225,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,t,f,"$2,365.0",35219
5384,60101,Malta,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,910.0",21927
5385,50735,El Salvador,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,650.0",41374
5386,48132,United Kingdom,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,f,f,"$4,770.0",39889
5387,77055,Brazil,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,390.0",31936
5388,24722,Nicaragua,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,377.0",47483
5389,42573,Indonesia,Type F5,Quantum,ThetaBase Services,1.0,3,flexible,1.0,t,f,"$7,370.0",18264
5390,47004,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,235.0",133
5391,56153,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,1.0,f,f,"$1,650.0",22387
5392,54839,Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,9,strict,4.0,f,f,"$4,107.0",24026
5393,23452,Costa Rica,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$1,195.0",45369
5394,51759,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$3,470.0",42157
5395,42013,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,390.0",34731
5396,68515,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,7,strict,3.0,f,f,"$3,457.0",24026
5397,26176,Nicaragua,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,585.0",37043
5398,34795,Barbados,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,624.0",10136
5399,72552,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,f,f,"$3,002.0",45721
5400,53193,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,strict,0.0,t,f,"$1,338.0",4115
5401,3139,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,3.0,6,moderate,3.0,f,f,"$1,689.0",50004
5402,13053,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,950.0",18077
5403,39721,Costa Rica,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,2.0,t,f,"$3,067.0",47441
5404,54639,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,364.0",47154
