,id,shuttle_location,shuttle_type,engine_type,engine_vendor,engines,passenger_capacity,cancellation_policy,crew,d_check_complete,moon_clearance_complete,price,company_id
10379,15811,Kenya,Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,f,f,"$1,910.0",17087
10380,53784,Barbados,Type V5,Quantum,ThetaBase Services,1.0,3,strict,1.0,t,f,"$2,430.0",42286
10381,70586,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,430.0",28828
10382,54609,Gambia,Type F5,Plasma,ThetaBase Services,3.0,5,flexible,4.0,t,f,"$1,715.0",21422
10383,11580,Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,8,strict,4.0,f,f,"$4,237.0",24026
10384,32826,Mexico,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,195.0",28236
10385,33579,Pakistan,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,390.0",28704
10386,18529,Nicaragua,Type V5,Plasma,ThetaBase Services,3.0,5,strict,3.0,t,f,"$4,107.0",10364
10387,65268,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,390.0",49196
10388,63921,Guinea,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,300.0",9354
10389,66664,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,2.0,f,f,"$1,715.0",8868
10390,20675,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,676.0",32948
10391,50276,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,195.0",2121
10392,28252,Pakistan,Type F5,Plasma,ThetaBase Services,5.0,8,strict,5.0,t,f,"$3,795.0",28410
10393,21765,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,546.0",29828
10394,68082,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$2,560.0",22029
10395,27473,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,780.0",29330
10396,1491,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,f,f,"$4,536.0",4330
10397,10668,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,260.0",14959
10398,53257,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,t,f,"$1,117.0",46195
10399,38449,Faroe Islands,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,2.0,t,f,"$1,260.0",15001
10400,65851,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,t,f,"$2,170.0",17553
10401,55360,United Kingdom,Type V2,Plasma,ThetaBase Services,2.0,4,moderate,2.0,t,f,"$1,975.0",34831
10402,48663,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,4,flexible,1.0,f,f,"$2,040.0",19205
10403,53443,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,moderate,2.0,f,f,"$2,807.0",12045
10404,70175,Kiribati,Type F5,Quantum,ThetaBase Services,1.0,3,strict,2.0,f,f,"$1,780.0",13823
10405,13391,United Kingdom,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,780.0",44926
10406,74846,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,741.0",36261
10407,70557,Barbados,Type V5,Plasma,ThetaBase Services,2.0,7,strict,4.0,f,f,"$3,145.0",24118
10408,40702,Malta,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,767.0",13893
10409,64022,Marshall Islands,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,520.0",30735
10410,50254,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,5,moderate,3.0,t,f,"$2,664.0",48791
10411,63079,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$1,910.0",2106
10412,55446,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,moderate,4.0,t,f,"$4,705.0",27226
10413,30355,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,t,f,"$2,157.0",222
10414,72504,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,5,strict,1.0,t,f,"$2,157.0",4446
10415,74250,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,t,f,"$1,845.0",3940
10416,8482,Niue,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,520.0",42894
10417,44109,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,f,f,"$2,820.0",34722
10418,16703,Gambia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,4.0,f,f,"$2,950.0",24840
10419,70820,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,3.0,t,f,"$2,430.0",35852
10420,56977,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,507.0",48898
10421,23365,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,flexible,3.0,t,f,"$4,250.0",47478
10422,56094,United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,8,strict,3.0,f,f,"$4,757.0",8842
10423,48162,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,325.0",26207
10424,51841,Bouvet Island (Bouvetoya),Type Z6,Plasma,ThetaBase Services,0.0,4,strict,1.0,f,f,"$2,170.0",28828
10425,36781,Micronesia,Type V5,Plasma,ThetaBase Services,3.0,6,strict,4.0,f,f,"$4,770.0",28953
10426,25878,Rwanda,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,f,f,"$2,040.0",28828
10427,20858,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,040.0",28828
10428,13621,Malta,Type V2,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,430.0",40308
10429,21934,Micronesia,Type V5,Plasma,ThetaBase Services,3.0,7,strict,4.0,t,f,"$6,915.0",19958
10430,44879,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,moderate,2.0,f,f,"$2,950.0",38683
10431,19079,Uzbekistan,Type F5,Plasma,ThetaBase Services,1.0,5,strict,3.0,t,f,"$1,910.0",48257
10432,30026,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$1,455.0",29712
10433,54543,Chad,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,130.0",13441
10434,33945,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,1.0,f,f,"$3,470.0",43540
10435,22034,Barbados,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,f,f,"$3,600.0",43540
10436,73192,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,286.0",46676
10437,76455,Sao Tome and Principe,Type V2,Plasma,ThetaBase Services,1.0,4,moderate,1.0,f,f,"$2,690.0",17495
10438,13251,Barbados,Type V5,Quantum,ThetaBase Services,2.0,5,strict,3.0,t,f,"$3,444.0",6292
10439,52862,United Kingdom,Type Z6,Plasma,ThetaBase Services,3.0,7,strict,0.0,t,f,"$1,975.0",24288
10440,62727,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,520.0",29903
10441,45491,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,780.0",17868
10442,35973,Uzbekistan,Type A7,Quantum,ThetaBase Services,0.0,2,moderate,1.0,t,f,"$1,884.0",42478
10443,988,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$1,455.0",9538
10444,54824,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,455.0",117
10445,52099,Sao Tome and Principe,Type V2,Plasma,ThetaBase Services,4.0,6,moderate,2.0,f,f,"$2,820.0",24115
10446,12994,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,884.0",46872
10447,30532,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$2,313.0",46872
10448,22398,Rwanda,Type V5,Quantum,ThetaBase Services,0.0,2,flexible,1.0,t,f,"$1,260.0",15260
10449,17891,United Kingdom,Type F5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,585.0",46872
10450,18966,Russian Federation,Type F5,Plasma,ThetaBase Services,3.0,6,strict,3.0,f,f,"$3,340.0",28828
10451,76770,Indonesia,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,260.0",2013
10452,37352,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,7,strict,2.0,f,f,"$3,197.0",4446
10453,40816,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,690.0",19784
10454,9567,Barbados,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,t,f,"$4,250.0",40977
10455,37148,Barbados,Type V5,Plasma,ThetaBase Services,2.0,3,strict,2.0,t,f,"$4,757.0",40977
10456,65954,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,325.0",24913
10457,68269,Barbados,Type V5,Plasma,ThetaBase Services,2.0,3,moderate,2.0,t,f,"$4,757.0",40977
10458,25472,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,moderate,2.0,t,f,"$3,977.0",40977
10459,62402,Barbados,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$4,614.0",40977
10460,53374,Micronesia,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,481.0",29602
10461,71945,Malta,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,f,f,"$1,884.0",8392
10462,42825,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,5,strict,3.0,f,f,"$2,820.0",29581
10463,43247,Sao Tome and Principe,Type F5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,t,f,"$1,780.0",9566
10464,68281,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,585.0",21910
10465,1182,Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,520.0",32810
10466,41021,Nicaragua,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$2,820.0",18248
10467,32331,Gambia,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,390.0",45059
10468,60077,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,t,f,"$2,690.0",27056
10469,4547,Barbados,Type V5,Plasma,ThetaBase Services,3.0,6,flexible,4.0,t,f,"$7,370.0",6454
10470,31636,Uzbekistan,Type F5,Quantum,ThetaBase Services,1.0,1,strict,1.0,f,f,"$1,260.0",12930
10471,8271,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,t,f,"$1,455.0",4816
10472,3121,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,5,strict,3.0,t,f,"$1,806.0",17515
10473,29037,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,5,strict,3.0,t,f,"$1,780.0",17515
10474,32879,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,6,strict,3.0,t,f,"$1,910.0",17515
10475,3300,Rwanda,Type V5,Plasma,ThetaBase Services,1.0,6,strict,3.0,t,f,"$1,936.0",16295
10476,76197,Barbados,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,f,f,"$2,820.0",36261
10477,62043,Faroe Islands,Type G0,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,325.0",22776
10478,69934,Estonia,Type F5,Plasma,"Banks, Wood and Phillips",2.0,4,flexible,2.0,t,f,"$1,221.0",32324
10479,694,Barbados,Type V5,Plasma,ThetaBase Services,3.0,5,strict,3.0,t,f,"$2,573.0",3254
10480,25074,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,3.0,t,f,"$2,170.0",12085
10481,37054,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,moderate,2.0,f,f,"$2,027.0",46984
10482,63823,Russian Federation,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,t,f,"$3,717.0",39799
10483,15082,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,2,strict,1.0,f,f,"$4,211.0",39799
10484,29939,Wallis and Futuna,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$3,353.0",39799
10485,34013,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,3,strict,2.0,f,f,"$4,094.0",39799
10486,10308,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,910.0",40548
10487,50518,Brazil,Type V5,Plasma,ThetaBase Services,0.0,2,moderate,0.0,t,f,"$1,845.0",23662
10488,72319,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,4,strict,2.0,f,f,"$2,040.0",28719
10489,14449,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,flexible,1.0,f,f,"$2,820.0",35947
10490,33272,Russian Federation,Type V7,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$2,430.0",40770
10491,74790,Malta,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,871.0",36466
10492,39927,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,strict,2.0,f,f,"$1,910.0",33202
10493,72498,Faroe Islands,Type V5,Plasma,ThetaBase Services,2.0,8,flexible,5.0,t,f,"$3,379.0",13606
10494,75410,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,416.0",21571
10495,29152,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,715.0",9460
10496,11373,Barbados,Type V5,Plasma,ThetaBase Services,3.0,7,strict,3.0,f,f,"$5,225.0",43540
10497,1609,Russian Federation,Type V2,Quantum,ThetaBase Services,1.0,2,moderate,1.0,f,f,"$1,520.0",38769
10498,45100,Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,f,f,"$1,195.0",30320
10499,24271,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,2.0,f,f,"$1,715.0",42646
10500,39219,Uzbekistan,Type F5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,950.0",2415
10501,28284,Isle of Man,Type F5,Quantum,ThetaBase Services,1.0,4,flexible,1.0,f,f,"$1,260.0",30320
10502,16382,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,f,f,"$1,715.0",42646
10503,22518,Switzerland,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,143.0",7633
10504,75583,United Kingdom,Type V5,Plasma,ThetaBase Services,3.0,3,flexible,3.0,t,f,"$2,040.0",46391
10505,55597,Malta,Type F5,Plasma,ThetaBase Services,3.0,5,moderate,2.0,f,f,"$3,665.0",39221
10506,41336,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,455.0",20120
10507,58727,Niue,Type V5,Plasma,ThetaBase Services,0.0,4,flexible,2.0,t,f,"$1,676.0",33372
10508,31256,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,t,f,"$2,430.0",27106
10509,35225,United Kingdom,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,351.0",3884
10510,68627,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,f,f,"$6,070.0",38701
10511,6182,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,f,f,"$5,420.0",38701
10512,62033,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,4,strict,1.0,f,f,"$5,732.0",38701
10513,22918,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,1.0,f,f,"$7,695.0",38701
10514,17933,Bouvet Island (Bouvetoya),Type V2,Quantum,ThetaBase Services,1.0,2,strict,1.0,t,f,"$1,325.0",16087
10515,65871,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,f,f,"$2,807.0",38701
10516,24331,Micronesia,Type V5,Plasma,ThetaBase Services,2.0,6,strict,2.0,f,f,"$5,407.0",38701
10517,44190,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$4,094.0",38701
10518,45327,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,975.0",16179
10519,26927,Rwanda,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,f,f,"$1,936.0",6894
10520,25585,Niue,Type V5,Plasma,ThetaBase Services,0.0,2,flexible,1.0,t,f,"$1,520.0",35929
10521,63212,Costa Rica,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$1,481.0",29546
10522,62077,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,260.0",19008
10523,12428,Rwanda,Type V7,Plasma,ThetaBase Services,3.0,6,moderate,4.0,f,f,"$3,470.0",7244
10524,29646,Barbados,Type G0,Plasma,ThetaBase Services,2.0,5,strict,2.0,f,f,"$3,470.0",2743
10525,39084,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,6,strict,3.0,t,f,"$2,105.0",16295
10526,73620,Rwanda,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,221.0",37457
10527,46848,Nicaragua,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,f,f,"$2,833.0",4945
10528,265,Rwanda,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,690.0",40150
10529,60452,United Kingdom,Type F5,Plasma,ThetaBase Services,2.0,4,flexible,4.0,f,f,"$1,910.0",29541
10530,72444,Malta,Type V2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,338.0",27729
10531,22200,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,f,f,"$2,157.0",50028
10532,73628,Malta,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,520.0",42926
10533,1872,Barbados,Type V5,Plasma,ThetaBase Services,5.0,14,strict,8.0,f,f,"$8,020.0",24118
10534,4642,Bosnia and Herzegovina,Type F5,Plasma,ThetaBase Services,3.0,6,moderate,4.0,f,f,"$1,806.0",41539
10535,41495,Russian Federation,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,273.0",48897
10536,11473,Indonesia,Type V5,Plasma,ThetaBase Services,2.0,4,strict,3.0,f,f,"$3,470.0",17350
10537,3749,Barbados,Type V5,Plasma,ThetaBase Services,3.0,8,strict,6.0,f,f,"$4,770.0",33823
10538,35886,Malta,Type V5,Plasma,ThetaBase Services,2.0,5,flexible,2.0,t,f,"$2,300.0",681
10539,74555,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,390.0",170
10540,75142,Barbados,Type V5,Plasma,ThetaBase Services,2.0,4,flexible,2.0,f,f,"$3,470.0",2743
10541,61554,Barbados,Type V5,Plasma,ThetaBase Services,3.0,5,strict,3.0,t,f,"$3,457.0",10364
10542,69968,Bouvet Island (Bouvetoya),Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,520.0",30237
10543,15497,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,2,strict,2.0,f,f,"$1,975.0",32195
10544,22032,Malta,Type V5,Plasma,ThetaBase Services,2.0,6,moderate,3.0,t,f,"$2,560.0",26035
10545,6223,United Kingdom,Type V5,Plasma,ThetaBase Services,2.0,4,strict,2.0,f,f,"$2,820.0",6832
10546,53456,Barbados,Type V5,Plasma,ThetaBase Services,3.0,8,strict,5.0,t,f,"$4,497.0",21083
10547,21633,Nicaragua,Type V5,Plasma,ThetaBase Services,2.0,7,strict,3.0,f,f,"$3,327.0",24026
10548,23359,Faroe Islands,Type V5,Plasma,ThetaBase Services,2.0,5,strict,2.0,f,f,"$2,690.0",41816
10549,9070,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,130.0",55
10550,22753,Nicaragua,Type V5,Quantum,ThetaBase Services,3.0,7,strict,3.0,t,f,"$4,250.0",42286
10551,75796,Niue,Type V2,Plasma,ThetaBase Services,2.0,3,flexible,2.0,f,f,"$2,300.0",43176
10552,11469,Uzbekistan,Type V5,Quantum,ThetaBase Services,1.0,1,strict,1.0,t,f,"$1,260.0",26767
10553,59407,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,910.0",13660
10554,49076,Pakistan,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,247.0",43138
10555,39533,Russian Federation,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,f,f,"$1,910.0",28828
10556,5034,Barbados,Type X3,Nuclear,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$8,410.0",31985
10557,25813,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,moderate,1.0,t,f,"$2,365.0",17322
10558,61283,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,moderate,1.0,t,f,"$2,365.0",17322
10559,36218,Micronesia,Type V5,Plasma,ThetaBase Services,0.0,4,moderate,1.0,t,f,"$2,365.0",17322
10560,6299,Micronesia,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$2,170.0",32273
10561,4830,Russian Federation,Type G0,Plasma,ThetaBase Services,2.0,5,strict,2.0,t,f,"$2,872.0",37646
10562,31058,Malta,Type V5,Plasma,ThetaBase Services,3.0,6,strict,6.0,f,f,"$4,510.0",33406
10563,45351,Barbados,Type V5,Plasma,ThetaBase Services,7.0,16,strict,12.0,f,f,"$11,270.0",24118
10564,70129,Rwanda,Type G0,Plasma,ThetaBase Services,1.0,3,strict,1.0,t,f,"$2,872.0",37646
10565,28075,Barbados,Type F5,Plasma,ThetaBase Services,2.0,4,strict,2.0,t,f,"$3,145.0",21240
10566,2121,Uzbekistan,Type F5,Plasma,ThetaBase Services,3.0,8,strict,4.0,t,f,"$1,663.0",29123
10567,57415,Sao Tome and Principe,Type V2,Quantum,ThetaBase Services,1.0,1,moderate,1.0,f,f,"$1,260.0",16709
10568,32919,Brazil,Type D2,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,845.0",1923
10569,68265,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,234.0",1109
10570,16839,Sao Tome and Principe,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,455.0",48255
10571,55964,Kenya,Type Z1,Plasma,ThetaBase Services,4.0,8,flexible,7.0,t,f,"$2,937.0",36998
10572,49090,Faroe Islands,Type F5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,f,f,"$1,585.0",26905
10573,59366,Niue,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,195.0",43609
10574,59699,Barbados,Type V5,Quantum,ThetaBase Services,1.0,2,strict,1.0,f,f,"$1,845.0",24118
10575,75687,Niue,Type V5,Plasma,ThetaBase Services,1.0,2,flexible,2.0,f,f,"$1,650.0",14676
10576,19433,Bouvet Island (Bouvetoya),Type V5,Plasma,ThetaBase Services,1.0,3,moderate,1.0,f,f,"$1,910.0",37052
10577,1868,Wallis and Futuna,Type F5,Quantum,ThetaBase Services,2.0,6,moderate,4.0,t,f,"$1,845.0",41757
10578,27864,Sao Tome and Principe,Type V5,Plasma,ThetaBase Services,0.0,2,strict,1.0,f,f,"$1,637.0",9224
10579,23040,El Salvador,Type F5,Quantum,ThetaBase Services,1.0,1,moderate,1.0,t,f,"$1,299.0",11475
10580,39312,Gambia,Type V5,Plasma,ThetaBase Services,1.0,3,strict,1.0,f,f,"$1,910.0",28828
10581,63985,Malta,Type V5,Quantum,ThetaBase Services,1.0,2,flexible,1.0,t,f,"$1,780.0",14659
10582,41264,Malta,Type V5,Quantum,ThetaBase Services,1.0,1,flexible,1.0,t,f,"$1,520.0",784
